Quantity_Sold,Unit_Price,Profit,Discount,Month,Region,Product_Category,Sales_Channel,Customer_Type,Actual_Sales,Predicted_Sales
1,21600.67,993.48,0.2,6,3,0,0,0,21600.67,29097.686047494084
8,1821.83375,-2920.98,0.3,4,3,0,1,2,14574.67,12111.955997440704
8,2605.995,6693.36,0.05,10,1,0,0,2,20847.96,15893.863478263078
3,1905.996666666667,-112.61,0.05,3,0,2,1,0,5717.99,7448.594990939517
3,7189.506666666667,5852.94,0.1,1,0,1,1,0,21568.52,15698.164620982572
7,143.1342857142857,28.51,0.2,6,2,1,1,0,1001.94,9895.718550524329
1,12068.07,3822.01,0.15,12,3,1,0,2,12068.07,18532.01094998321
1,21806.59,-1510.05,0.2,10,0,1,0,0,21806.59,28874.653919347664
10,2220.731,144.92,0.05,12,3,1,1,2,22207.31,15173.262298788797
3,5563.416666666667,1811.45,0.15,2,1,0,0,2,16690.25,12617.818321033697
3,3472.96,-1734.84,0.3,1,2,0,0,1,10418.88,9280.70080851198
10,1557.402,1772.66,0.0,10,2,0,1,1,15574.02,14904.712740747524
6,3697.723333333333,-5122.4,0.3,9,3,0,1,0,22186.34,11466.268121232486
9,1012.4588888888889,1040.48,0.0,6,3,2,1,1,9112.13,12881.181535013713
3,261.9866666666667,-147.16,0.3,3,2,2,1,0,785.96,5845.469209932368
10,2375.678,6098.24,0.05,11,2,2,1,2,23756.78,17373.12034629356
1,21381.93,-1919.56,0.0,12,0,1,0,1,21381.93,27754.79772469921
1,13978.29,-428.39,0.2,2,2,0,1,0,13978.29,19546.226824520592
9,1043.1611111111113,1622.46,0.05,9,2,2,0,0,9388.45,13524.261103903144
5,879.7280000000001,-849.07,0.3,9,3,1,1,0,4398.64,8401.256750766517
8,2997.2475,3114.35,0.05,5,3,2,1,0,23977.98,14931.666931488311
7,2648.02,4386.94,0.1,10,1,2,0,0,18536.14,14318.703838329353
10,1679.616,1990.96,0.15,5,2,2,1,2,16796.16,15500.750451551028
7,1788.19,-2097.66,0.1,2,1,2,1,1,12517.33,11066.076143083046
10,850.146,-1573.89,0.3,12,2,1,0,2,8501.46,13871.892863590985
1,6837.04,966.25,0.3,9,3,1,1,1,6837.04,11615.194036212142
8,2983.79,-3657.75,0.0,12,2,0,0,0,23870.32,12884.381126803124
2,5507.92,339.62,0.3,3,2,2,0,0,11015.84,11308.241879469588
8,2065.67,4738.78,0.3,11,0,1,0,0,16525.36,15375.349293193014
3,78.68666666666667,2.2,0.0,2,1,1,1,2,236.06,5034.442563992346
9,729.3611111111111,-356.24,0.1,2,0,0,0,2,6564.25,12791.513649658447
3,4634.206666666667,-2877.76,0.15,3,0,1,0,0,13902.62,10203.809580479898
9,1062.5433333333333,1444.88,0.3,10,3,1,0,0,9562.89,13927.924524295324
3,261.24,-19.53,0.3,11,3,1,0,1,783.72,5891.54543664891
4,4965.205,730.06,0.3,10,0,1,1,2,19860.82,12912.252312400064
4,2877.67,3558.96,0.2,12,1,1,1,0,11510.68,11037.755082096244
8,2124.4125,445.65,0.2,4,2,1,0,2,16995.3,13627.432950383227
7,1356.178571428571,-188.59,0.2,12,0,2,1,1,9493.25,11451.622509733494
6,1162.8516666666667,-187.94,0.1,9,3,0,0,0,6977.11,9759.07951299098
6,433.03833333333336,479.37,0.3,10,2,2,0,2,2598.23,9659.965263257836
6,1816.8533333333328,2737.85,0.15,5,3,2,0,0,10901.12,11633.679655185122
3,4709.943333333334,2332.9,0.3,3,3,1,0,1,14129.83,11940.866366369562
8,1467.25875,-2864.63,0.3,10,0,1,0,0,11738.07,12264.285060522825
2,10964.835,-2800.21,0.3,6,1,0,0,1,21929.67,16809.22262059661
9,367.6933333333333,-135.68,0.0,10,3,0,0,1,3309.24,11875.992381229478
1,21456.83,-460.08,0.1,3,0,0,1,2,21456.83,28333.738139989167
2,1641.795,214.31,0.05,5,0,1,0,0,3283.59,6300.659332990212
2,12301.275,8125.2,0.05,2,3,2,0,2,24602.55,21104.245286832913
1,18045.46,5402.61,0.2,12,3,0,0,1,18045.46,26231.6071004481
10,792.312,1638.4,0.2,1,0,2,0,2,7923.12,14871.919002919674
8,2354.985,-496.7,0.1,10,3,1,0,1,18839.88,13267.108797475285
3,5138.2733333333335,-1266.46,0.0,11,1,2,1,2,15414.82,10614.24306533891
3,1568.8100000000002,468.7,0.0,11,3,1,1,2,4706.43,6698.151705256583
5,1007.318,1314.99,0.2,11,2,1,0,1,5036.59,9275.495838276987
7,113.60285714285716,-118.44,0.15,6,3,0,0,2,795.22,9716.212798641998
3,8014.003333333333,6631.85,0.05,11,0,0,0,2,24042.01,16889.485651159608
10,1501.577,-1781.31,0.0,12,0,2,0,2,15015.77,14130.02345568473
9,428.41,-783.06,0.2,8,0,0,1,0,3855.69,12358.826741371393
5,1465.284,2549.05,0.0,3,1,2,1,0,7326.42,9746.726566763728
9,1155.6888888888889,2051.18,0.0,11,3,2,1,0,10401.2,13373.719604700866
6,2823.91,3521.47,0.15,10,0,2,0,2,16943.46,13327.615832279991
7,2203.417142857143,-2759.01,0.15,7,2,1,0,1,15423.92,11504.981582627244
5,4952.09,2168.71,0.0,11,3,1,1,2,24760.45,13444.319111512206
9,1813.805555555556,4751.8,0.15,4,3,2,0,0,16324.25,15569.363531887564
1,2222.13,306.74,0.15,7,3,0,1,1,2222.13,5582.092641021894
2,6919.92,2452.55,0.0,9,1,1,0,2,13839.84,12980.591284319167
2,6179.335,3270.06,0.15,5,1,2,0,0,12358.67,12788.055844065075
7,1285.7885714285717,-1073.64,0.3,1,3,0,0,2,9000.52,11165.140470801092
9,619.0155555555556,54.88,0.05,12,3,1,1,1,5571.14,12170.622539627504
4,6135.655,-4362.48,0.3,4,2,2,0,1,24542.62,12735.438635799577
2,9777.755,-1651.56,0.2,6,3,0,0,2,19555.51,15301.608531656164
4,2227.87,-1103.35,0.3,1,1,1,1,0,8911.48,9065.002425767263
1,4289.11,-447.65,0.15,12,1,1,1,2,4289.11,7984.085276320243
5,3665.654,4674.91,0.15,7,3,1,1,0,18328.27,13117.476315841323
4,711.1425,579.19,0.0,8,0,2,0,1,2844.57,7384.057121904941
2,3286.61,475.77,0.15,6,3,2,1,0,6573.22,8067.431999594807
3,2629.56,-585.2,0.1,11,1,0,0,0,7888.68,8278.63454142958
7,2013.542857142857,1294.76,0.15,4,1,1,0,1,14094.8,12681.514209084444
9,1676.5155555555557,335.39,0.2,10,2,2,0,0,15088.64,14205.088847164136
3,6667.783333333333,-3362.57,0.3,7,3,0,0,0,20003.35,12444.22503062027
5,1681.362,2498.93,0.05,5,0,2,1,2,8406.81,10152.41234979132
3,2320.3766666666666,-479.59,0.2,11,1,1,0,2,6961.13,8148.319469840346
6,3052.5750000000003,5748.8,0.0,6,2,1,1,0,18315.45,13599.098337013635
4,893.84,955.68,0.05,5,1,2,0,1,3575.36,7739.254595084935
1,21282.5,1153.75,0.05,8,1,0,0,1,21282.5,28611.320787268036
3,5527.05,2266.74,0.3,6,3,2,0,1,16581.15,12897.812698544638
6,2777.646666666667,-3771.68,0.15,12,1,1,0,0,16665.88,10875.304405874906
3,7614.553333333333,-257.97,0.15,3,0,2,0,1,22843.66,14563.239300760179
8,2621.30875,-3630.54,0.1,11,1,1,1,2,20970.47,12585.77462466693
8,2231.57,4137.22,0.15,7,2,2,1,1,17852.56,14650.632389339487
2,3360.575,221.0,0.2,1,3,2,0,0,6721.15,8399.719845166383
5,1326.044,1954.89,0.2,12,2,1,1,1,6630.22,9660.657733559301
9,946.5011111111112,2787.61,0.0,10,3,1,1,2,8518.51,13294.368216726254
1,22636.82,-2794.16,0.2,3,0,1,0,1,22636.82,29457.439515934362
1,7929.08,-676.64,0.1,9,1,2,1,1,7929.08,12168.991596019983
2,6967.59,732.2,0.05,11,1,1,0,0,13935.18,12645.195758140786
9,317.11555555555555,-490.5,0.15,5,3,0,0,2,2854.04,12042.376701109295
7,1273.97,1669.98,0.1,3,0,0,1,2,8917.79,11684.426342987299
8,884.52375,-179.15,0.0,9,2,2,0,2,7076.19,11506.208669043666
10,340.23400000000004,-435.9,0.0,5,2,0,1,2,3402.34,12760.384227188482
10,1131.5790000000002,667.36,0.1,6,2,0,0,1,11315.79,14485.330427083914
10,468.925,1299.54,0.15,2,1,1,1,2,4689.25,13944.201661585312
8,2780.63,4187.55,0.0,4,2,2,1,0,22245.04,15011.333113040148
1,6239.97,-130.0,0.2,3,3,0,0,1,6239.97,10526.69799901247
8,903.0775,-208.5,0.0,5,3,0,0,2,7224.62,11385.159305523934
6,2005.3533333333328,2977.86,0.05,11,3,1,1,0,12032.12,11468.071685216983
10,1057.233,11.0,0.05,4,2,2,1,2,10572.33,13912.993911354537
5,3805.64,-2079.99,0.2,8,0,0,0,0,19028.2,11744.596727707036
4,4798.7225,5975.08,0.1,2,1,0,1,1,19194.89,13846.942969990583
10,1070.126,312.06,0.2,9,1,1,1,2,10701.26,14429.501355292032
2,9160.96,-1656.99,0.05,7,1,2,0,0,18321.92,14526.693864646473
5,2242.138,-2488.07,0.3,12,2,2,1,2,11210.69,9566.53458379011
9,1246.2833333333333,279.83,0.15,1,3,1,1,2,11216.55,13234.440292896468
4,1161.6925,-690.04,0.1,1,1,1,0,0,4646.77,7667.766016641723
1,21594.18,-4949.51,0.15,5,3,0,0,1,21594.18,27076.2763674874
10,406.111,1088.88,0.15,9,0,0,1,1,4061.11,13882.71319662365
5,3406.4260000000004,5715.86,0.0,12,1,0,1,1,17032.13,12945.627128875502
1,21010.76,-2275.42,0.1,1,1,0,0,2,21010.76,27323.229885762164
2,6396.935,3532.29,0.2,4,0,0,0,1,12793.87,13286.509514276004
4,1402.9975,-411.75,0.05,12,2,1,0,1,5611.99,7753.0580244987705
1,420.5,-64.41,0.05,7,2,0,1,2,420.5,3184.945901997329
2,9012.26,1540.54,0.05,6,0,2,0,0,18024.52,15472.914122076747
2,9630.625,-1128.23,0.1,11,0,2,0,0,19261.25,15454.710553892017
2,10452.145,3951.13,0.1,9,1,1,1,0,20904.29,17724.455410632865
4,6222.185,137.02,0.2,1,2,0,0,2,24888.74,13979.38760113585
2,1202.285,-426.44,0.05,6,0,0,0,0,2404.57,5551.187741848647
7,1477.1285714285714,-41.84,0.05,7,3,0,1,1,10339.9,10957.02406124868
7,32.73285714285714,6.24,0.2,6,1,0,1,0,229.13,9842.637829503923
7,1675.8257142857144,1725.71,0.3,4,3,1,1,1,11730.78,12355.120217568781
7,143.0857142857143,217.23,0.3,9,1,0,0,1,1001.6,10423.222602086176
4,1407.0,1259.78,0.15,3,3,1,0,1,5628.0,8444.633634944705
10,955.377,-2085.1,0.2,1,2,0,1,2,9553.77,13439.318762991803
10,2087.848,-2722.67,0.3,9,0,2,0,0,20878.48,15269.148827896797
2,8675.315,-3783.75,0.3,6,1,1,0,0,17350.63,13829.789616353331
1,18992.68,-2999.04,0.15,4,0,2,0,0,18992.68,25001.062661690565
4,5387.45,-2440.76,0.15,9,3,0,1,1,21549.8,11753.763044801588
8,3088.50625,-5629.46,0.15,1,2,0,1,1,24708.05,12556.709053995417
4,904.8425,-641.97,0.0,12,3,0,0,0,3619.37,6871.043858122664
3,5340.3966666666665,2033.81,0.0,7,3,2,0,1,16021.19,11915.660860938104
10,1806.942,1935.3,0.0,4,0,0,0,2,18069.42,15657.121645316167
10,568.787,-136.24,0.0,11,1,1,0,2,5687.87,13420.860576518919
2,3028.01,-772.27,0.05,10,3,2,0,1,6056.02,7289.559022947139
9,2441.8022222222226,3211.18,0.05,12,3,1,0,1,21976.22,15520.571840515295
8,1093.02875,240.15,0.0,8,1,0,0,1,8744.23,11976.517455975874
7,1879.7014285714288,3145.67,0.3,11,2,2,0,1,13157.91,13336.764859646115
5,566.432,208.48,0.3,8,3,1,1,1,2832.16,8345.29234692832
1,9480.17,-2061.04,0.3,9,1,2,0,1,9480.17,14215.5633134882
10,1195.254,-674.33,0.05,2,2,1,1,1,11952.54,13869.509293001285
10,243.912,295.84,0.15,10,2,2,1,2,2439.12,13242.453855916483
1,17799.45,-1847.45,0.15,9,1,2,1,2,17799.45,23586.590539768084
9,1789.0266666666666,4731.53,0.1,7,0,1,0,0,16101.24,15705.409934756912
1,448.29,131.07,0.05,10,3,0,1,2,448.29,3160.918667742707
7,2154.9557142857143,-3029.39,0.15,8,1,2,1,2,15084.69,11271.87037616597
1,3715.13,992.86,0.3,4,0,1,1,0,3715.13,8287.275649759631
10,2478.177,2321.72,0.2,5,1,1,1,2,24781.77,16750.472018665667
3,7937.896666666666,-5419.94,0.3,5,1,0,0,0,23813.69,13519.750956845946
7,1289.26,-1500.15,0.3,5,3,2,1,2,9024.82,10870.509711082666
3,5588.490000000001,-1038.57,0.2,7,3,0,0,0,16765.47,11672.796325680078
4,3193.135,-770.91,0.1,9,2,2,0,0,12772.54,9932.210908495717
7,3390.664285714286,4882.32,0.3,5,1,2,1,1,23734.65,15617.075391750714
8,1384.37,2200.61,0.2,5,0,2,1,2,11074.96,13345.55439443482
9,2620.771111111111,-4307.89,0.0,4,3,0,0,2,23586.94,13227.060565789132
3,5184.349999999999,1041.24,0.1,6,2,2,0,1,15553.05,11755.01391964996
1,12948.18,-53.99,0.05,3,0,1,0,1,12948.18,18500.694219067453
6,2068.741666666667,3116.11,0.2,5,2,2,0,2,12412.45,12225.525888305698
8,2670.15125,5617.61,0.1,9,2,2,0,0,21361.21,15731.184346068958
3,6117.96,4408.54,0.2,3,2,0,1,2,18353.88,13909.062250116454
10,1906.693,5024.49,0.3,12,1,2,0,2,19066.93,17340.292230639472
2,4464.61,2348.83,0.2,12,3,1,0,0,8929.22,10314.766595910556
1,17274.55,3729.27,0.2,4,2,0,1,2,17274.55,24713.359532618328
5,4069.526,-2947.97,0.2,8,2,0,0,2,20347.63,11522.755662642896
9,2474.3322222222223,2448.45,0.2,11,3,2,0,2,22268.99,15661.79815966096
5,4231.978,-848.04,0.15,2,2,0,1,0,21159.89,12146.232275973764
10,1015.145,2574.03,0.3,6,2,0,0,1,10151.45,15406.107681177078
10,78.452,126.45,0.05,11,3,2,0,2,784.52,12845.363405894252
8,2573.88375,6854.75,0.05,6,0,2,1,0,20591.07,15929.121393802308
2,12321.885,-1802.79,0.3,7,1,0,0,1,24643.77,18729.026556449455
9,620.7633333333333,-1103.67,0.0,5,2,1,1,0,5586.87,11850.782632224806
6,1054.5466666666666,1807.61,0.15,3,3,2,0,0,6327.28,10444.06237151223
8,1482.6675,2475.87,0.1,6,1,2,0,0,11861.34,13448.541530585358
1,16967.21,-1809.89,0.05,11,2,2,1,0,16967.21,22316.50686813723
9,602.7777777777778,1387.86,0.0,1,0,1,1,1,5425.0,12823.937638139963
10,498.519,-684.77,0.1,11,1,1,0,2,4985.19,13391.730269929334
5,425.872,-446.15,0.2,10,0,2,1,2,2129.36,8053.742434170425
8,2806.345,-279.77,0.3,3,0,2,0,2,22450.76,14672.756365136065
1,15482.72,1639.6,0.15,12,1,2,1,1,15482.72,21955.532433439468
7,1803.2342857142853,-1587.65,0.0,1,2,2,0,0,12622.64,11129.452539550093
9,1764.2555555555557,-1017.97,0.1,2,0,1,0,1,15878.3,13853.756038842615
8,2187.72375,512.68,0.0,8,0,1,1,0,17501.79,13320.857460789608
6,1987.4483333333333,-1565.55,0.3,2,1,0,0,0,11924.69,10997.565991311852
3,4507.683333333333,3324.26,0.1,6,1,2,1,2,13523.05,11567.700564614788
10,1676.574,3748.6,0.0,2,3,0,0,2,16765.74,15764.87430658969
2,6023.045,672.01,0.3,10,1,0,0,2,12046.09,12011.574237067049
6,2348.3766666666666,-525.05,0.1,4,1,2,0,1,14090.26,11311.078722021299
6,1991.815,842.89,0.2,10,2,2,0,2,11950.89,11394.620559701962
2,3256.025,-352.97,0.05,8,2,1,1,1,6512.05,7594.469903079264
6,1068.9266666666667,-217.39,0.1,12,1,1,1,0,6413.56,9670.119567715641
2,7535.5,1481.53,0.0,9,1,0,0,2,15071.0,13381.108815074522
6,782.9183333333334,1236.9,0.15,1,3,1,1,0,4697.51,9736.997746177965
7,1996.037142857143,-285.91,0.05,10,1,1,0,1,13972.26,11908.372544446696
4,296.9075,108.38,0.2,1,0,0,0,1,1187.63,7184.661419945582
10,1156.23,1424.09,0.0,2,2,1,0,1,11562.3,14564.376056782452
6,1560.6816666666666,691.07,0.15,5,0,0,0,1,9364.09,10935.200913453538
1,17086.49,1112.84,0.0,5,3,2,0,0,17086.49,23377.758895115723
10,1774.788,183.21,0.0,1,0,0,0,2,17747.88,15076.851055553789
6,3474.773333333333,-514.5,0.15,3,2,2,1,0,20848.64,12493.141367150944
6,1472.371666666667,-1874.54,0.15,4,1,1,1,2,8834.23,9723.617835235182
9,1991.7344444444443,-3452.85,0.15,6,2,0,1,0,17925.61,13047.93281562237
3,5491.913333333334,-2521.93,0.15,3,2,0,1,1,16475.74,10883.638353086051
9,1635.3566666666666,-1128.54,0.2,3,0,2,1,0,14718.21,13743.828428158873
4,1494.175,-496.78,0.3,6,1,1,0,0,5976.7,8557.968877583313
8,536.41875,-441.03,0.15,2,3,0,1,1,4291.35,11063.299339782934
4,4864.455,-1012.58,0.2,9,1,1,0,0,19457.82,12148.984744895997
2,11123.52,2149.03,0.3,5,0,1,1,1,22247.04,18504.819944292474
5,2115.21,1611.21,0.15,8,2,2,0,0,10576.05,10625.767600130292
5,2369.084,3397.01,0.3,9,1,1,1,2,11845.42,11676.262063369715
5,4619.1720000000005,-4885.93,0.15,3,1,1,1,2,23095.86,11404.842044454948
7,3101.3857142857146,-2210.99,0.05,1,1,0,1,0,21709.7,12456.615140798933
9,1409.9522222222222,3347.36,0.15,3,2,0,1,1,12689.57,14499.103784024217
3,7632.903333333333,5180.13,0.1,3,2,2,0,0,22898.71,16002.175689682494
3,5900.27,-870.39,0.3,3,0,2,1,0,17700.81,12511.81559765116
7,230.99142857142857,116.72,0.2,7,0,2,1,1,1616.94,10235.165241807055
2,285.235,11.94,0.05,2,3,0,1,1,570.47,4085.3607378369284
8,71.905,33.63,0.05,2,3,1,0,0,575.24,10671.3961947112
2,10015.75,-1011.36,0.15,10,0,2,0,2,20031.5,16019.264905046717
2,4989.57,-111.34,0.3,2,1,1,0,2,9979.14,10593.33342714032
2,1050.995,-250.53,0.05,2,0,2,1,2,2101.99,5249.650703226123
7,1374.4542857142858,-1477.79,0.05,9,0,2,1,0,9621.18,10759.408693252797
2,8302.695,4121.58,0.0,5,1,2,1,1,16605.39,15018.008108012531
9,901.0,-1521.92,0.05,9,1,1,1,1,8109.0,12231.244142368805
9,1727.9888888888888,-1596.48,0.05,9,0,0,1,0,15551.9,13295.936859348898
10,1735.239,-2620.92,0.1,12,3,1,1,2,17352.39,13836.554734236519
9,480.70666666666665,315.34,0.3,8,1,0,1,2,4326.36,12842.73400549897
2,4899.725,1273.96,0.0,3,3,1,1,2,9799.45,9833.86975786052
7,883.51,-1462.09,0.3,4,1,2,0,1,6184.57,10833.268593430448
7,1792.43,3332.84,0.2,3,1,1,0,1,12547.01,13182.323132257328
3,5822.816666666667,-1136.52,0.15,12,3,2,1,2,17468.45,11590.990409436045
8,1477.315,-2127.15,0.2,8,3,1,0,0,11818.52,11970.316832120669
2,8359.42,4166.6,0.2,2,3,2,0,0,16718.84,15568.40012088571
10,1264.4299999999998,-2702.44,0.3,5,1,0,1,0,12644.3,13974.978421815476
1,378.33,-50.73,0.3,1,1,2,0,1,378.33,4097.547319060044
4,6197.0375,-912.23,0.3,5,3,0,0,2,24788.15,13722.385462904042
10,1803.642,643.59,0.0,7,2,2,0,0,18036.42,15109.401167381606
3,539.57,193.0,0.1,9,0,1,0,0,1618.71,6184.477331161493
8,2132.52125,-1928.28,0.15,8,3,2,1,1,17060.17,12503.283750073382
10,2362.075,6990.25,0.15,7,3,2,1,1,23620.75,17800.14242294163
5,4621.04,2060.81,0.05,3,3,0,1,2,23105.2,13142.611234678223
10,272.613,90.73,0.3,10,0,0,0,1,2726.13,13937.117156075115
1,10232.29,573.73,0.05,5,0,1,0,1,10232.29,15472.489004804178
7,3309.414285714286,1066.69,0.1,1,0,1,0,0,23165.9,14173.468873178204
2,10999.7,28.85,0.3,9,1,0,1,2,21999.4,17519.129094723954
9,2056.45,-3426.35,0.2,7,3,2,0,2,18508.05,13323.921387995066
6,1877.66,-866.14,0.3,3,0,0,1,1,11265.96,10976.886338468477
1,14416.22,874.88,0.2,6,3,2,1,1,14416.22,20374.846975703374
1,6793.36,-581.63,0.2,7,3,1,0,2,6793.36,11021.653064129683
6,2233.603333333333,-2855.48,0.3,10,1,0,0,0,13401.62,10848.444392507166
9,225.39222222222224,-277.19,0.0,7,0,1,0,0,2028.53,12039.675104377679
3,996.59,-574.01,0.3,2,2,1,0,1,2989.77,6730.893499304777
5,1450.862,-1351.17,0.15,11,0,1,1,0,7254.31,8889.194205211594
7,2680.792857142857,-2183.82,0.3,3,2,1,0,1,18765.55,12610.652205893148
9,945.3644444444444,-352.61,0.15,9,3,1,1,1,8508.28,12668.413950993441
7,1967.6114285714289,-3328.09,0.3,8,1,1,0,2,13773.28,11466.111301394389
5,3448.318,-834.28,0.2,9,0,0,1,1,17241.59,11496.859359077165
7,1074.0828571428572,-70.2,0.1,1,0,0,0,2,7518.58,11096.02428368854
2,7634.06,-2071.41,0.2,7,0,2,1,2,15268.12,12796.375535879308
10,1595.806,-840.76,0.2,11,0,1,0,0,15958.06,15023.866696662722
1,13467.74,-1197.32,0.0,11,3,0,0,0,13467.74,18290.058823656844
5,1770.064,-900.22,0.3,12,0,1,1,1,8850.32,9724.280546569016
5,786.3439999999999,803.12,0.3,6,2,0,1,0,3931.72,8910.447154194695
4,4518.4675,1356.56,0.0,6,2,0,0,2,18073.87,11870.315055802437
10,702.254,-1501.1,0.1,3,2,2,1,2,7022.54,13131.766954478218
8,867.245,1701.39,0.1,10,0,1,1,0,6937.96,12351.620960234028
10,2080.277,-10.54,0.2,4,2,1,0,0,20802.77,15676.18859207034
7,2434.5257142857145,-3549.91,0.3,3,1,1,0,1,17041.68,11993.087372389886
3,7585.81,-3873.06,0.2,10,0,0,1,1,22757.43,13236.029703421376
7,1803.9785714285715,1.59,0.0,2,2,0,1,0,12627.85,11394.646809125059
5,1106.58,-49.87,0.15,3,0,1,0,2,5532.9,9069.79837906584
1,4255.3,997.53,0.0,12,0,1,1,0,4255.3,8213.096156926495
2,2989.1,1309.89,0.2,6,3,1,0,1,5978.2,8238.458947777537
3,1091.1133333333337,196.24,0.05,4,2,1,0,1,3273.34,6509.183528623875
9,2776.813333333333,-760.1,0.0,2,3,0,1,0,24991.32,14398.612071651187
6,103.55333333333334,149.94,0.05,7,3,2,0,0,621.32,8548.424489122859
6,2204.0583333333334,1179.05,0.3,5,1,0,1,1,13224.35,11896.137116336988
10,1031.841,-2031.89,0.3,5,3,1,0,0,10318.41,13911.111389873955
9,2688.0766666666664,5158.32,0.05,2,3,2,0,2,24192.69,16467.778087261686
5,2306.196,1162.74,0.2,4,0,0,1,1,11530.98,10795.642066540266
4,2226.545,1218.98,0.15,8,3,0,0,0,8906.18,9384.201379572747
3,8061.216666666667,4508.28,0.0,3,2,2,0,1,24183.65,16046.072407917874
4,685.28,570.8,0.1,5,3,1,1,2,2741.12,7034.899968403164
8,2086.88375,-2505.77,0.2,6,2,0,1,2,16695.07,12428.13856775491
9,1846.06,1412.44,0.3,10,3,2,0,2,16614.54,14821.193506084806
9,485.2955555555556,-564.51,0.1,12,2,0,1,0,4367.66,12038.213505519518
2,8815.67,3037.68,0.15,4,3,1,0,0,17631.34,15608.100331893695
1,12396.18,2862.0,0.3,2,0,1,1,0,12396.18,19175.021997980904
8,1363.5425,1913.25,0.15,2,3,2,1,1,10908.34,12832.032175246437
6,1677.2066666666667,103.53,0.0,4,0,0,0,2,10063.24,10526.492937603009
5,2488.216,2014.87,0.3,12,3,1,1,2,12441.08,11154.712300156312
10,1256.627,3094.65,0.1,7,2,2,0,0,12566.27,15464.43033464883
2,7945.0,491.03,0.1,9,1,0,1,2,15890.0,13589.741712965755
5,4397.128,3675.83,0.0,8,3,0,1,2,21985.64,13254.011573885562
6,2472.508333333333,-937.96,0.1,1,3,1,1,1,14835.05,10913.923917940678
3,5664.759999999999,-90.27,0.15,5,0,1,1,1,16994.28,12084.660510318356
4,677.0125,249.63,0.15,11,0,0,1,1,2708.05,7334.161891337885
6,3776.995,996.84,0.2,12,1,2,0,2,22661.97,13657.393492347426
6,1918.975,1652.24,0.1,11,3,0,0,2,11513.85,11182.511228064412
10,1103.048,2375.47,0.15,4,2,2,1,0,11030.48,14989.99158198585
5,2538.102,3430.14,0.2,4,3,2,1,0,12690.51,11535.17403422193
3,2417.9133333333334,-425.91,0.3,4,1,0,1,0,7253.74,8371.266664658187
7,1409.69,1500.53,0.3,12,1,1,0,0,9867.83,12363.286319520304
4,1296.2825,1389.87,0.1,11,0,1,0,0,5185.13,8551.146630268362
1,4600.0,1480.08,0.1,11,3,0,1,2,4600.0,8617.855424179837
