Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Region,State,City,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Ship Mode,Payment Mode,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price,Year,Month,Quarter,Profit_Margin,Customer_Segment
ORD-100019,2024-09-01,2024-09-02,CUST-1651,Customer 1269,0,3,Telangana,Hyderabad,1,Binders,Binders Model 773,23551.58,4,0.2,1846.57,First Class,Net Banking,1,4,0,14130.948,5887.895,2024,9,3,7.840535539441515,3
ORD-100020,2023-07-29,2023-08-04,CUST-2188,Customer 20,1,1,Telangana,Hyderabad,0,Tables,Tables Model 175,10015.49,5,0.3,-85.4,Second Class,Net Banking,1,0,0,6009.294,2003.098,2023,7,3,-0.852679199919325,0
ORD-100021,2023-05-16,2023-05-19,CUST-9666,Customer 17,2,0,Maharashtra,Mumbai,1,Paper,Paper Model 779,4112.12,5,0.2,396.5,Standard Class,UPI,0,2,0,2467.272,822.424,2023,5,2,9.642228339639894,0
ORD-100022,2023-09-28,2023-09-29,CUST-4335,Customer 1408,2,0,Maharashtra,Nagpur,2,Phones,Phones Model 617,6954.24,4,0.2,1075.73,Same Day,Net Banking,0,4,0,4172.544,1738.56,2023,9,3,15.468692481133814,0
ORD-100023,2023-02-22,2023-02-23,CUST-8239,Customer 1130,2,3,Telangana,Hyderabad,1,Binders,Binders Model 674,287.93,5,0.05,-34.88,Standard Class,Card,0,4,2,172.758,57.586,2023,2,1,-12.114055499600598,0
ORD-100024,2023-03-19,2023-03-25,CUST-6974,Customer 1631,0,0,Karnataka,Bengaluru,1,Storage,Storage Model 315,13902.62,3,0.15,-2877.76,Second Class,Card,0,3,0,8341.572,4634.206666666667,2023,3,1,-20.699407737534365,1
ORD-100025,2023-12-29,2024-01-05,CUST-3900,Customer 845,0,2,Gujarat,Surat,2,Laptops,Laptops Model 854,4032.92,3,0.05,1318.42,First Class,Cash,0,2,0,2419.752,1344.3066666666666,2023,12,4,32.69144937167115,0
ORD-100026,2024-11-16,2024-11-23,CUST-8711,Customer 456,0,3,Telangana,Hyderabad,1,Binders,Binders Model 458,19726.89,7,0.0,5517.45,First Class,UPI,0,2,0,11836.134,2818.127142857142,2024,11,4,27.96918318092715,3
ORD-100027,2023-08-17,2023-08-18,CUST-9346,Customer 819,2,0,Telangana,Hyderabad,1,Paper,Paper Model 128,7109.36,5,0.0,-48.84,Standard Class,Net Banking,0,1,0,4265.616,1421.8719999999998,2023,8,3,-0.6869816692360494,0
ORD-100028,2023-07-02,2023-07-07,CUST-9379,Customer 237,1,2,Tamil Nadu,Chennai,0,Bookcases,Bookcases Model 360,10977.18,6,0.3,-219.36,Standard Class,Cash,1,1,0,6586.308,1829.53,2023,7,3,-1.9983274392876855,2
ORD-100029,2023-01-02,2023-01-07,CUST-3041,Customer 1475,1,0,Gujarat,Ahmedabad,1,Paper,Paper Model 782,1935.35,6,0.3,160.12,Same Day,Net Banking,1,4,2,1161.2099999999998,322.55833333333334,2023,1,1,8.27343891285814,2
ORD-100030,2024-02-17,2024-02-23,CUST-5930,Customer 832,2,1,Tamil Nadu,Chennai,0,Tables,Tables Model 411,16690.25,3,0.15,1811.45,First Class,UPI,0,0,0,10014.15,5563.416666666667,2024,2,1,10.853342520333728,3
ORD-100031,2024-03-16,2024-03-23,CUST-3780,Customer 1350,0,0,Gujarat,Surat,1,Paper,Paper Model 627,11165.56,9,0.05,561.1,First Class,Card,1,1,0,6699.335999999999,1240.6177777777775,2024,3,1,5.025274146572138,2
ORD-100032,2023-08-29,2023-09-04,CUST-2193,Customer 933,1,2,Tamil Nadu,Chennai,0,Chairs,Chairs Model 835,805.75,8,0.05,101.69,Same Day,Cash,0,1,1,483.45,100.71875,2023,8,3,12.620539869686628,2
ORD-100033,2024-02-14,2024-02-16,CUST-5082,Customer 1738,0,3,Karnataka,Bengaluru,0,Tables,Tables Model 236,5627.26,9,0.3,-25.31,Same Day,Net Banking,1,4,1,3376.356,625.2511111111112,2024,2,1,-0.4497748460174223,2
ORD-100034,2024-03-29,2024-04-03,CUST-5050,Customer 1721,2,0,Telangana,Hyderabad,2,Accessories,Accessories Model 884,22450.76,8,0.3,-279.77,Same Day,UPI,0,0,1,13470.455999999998,2806.345,2024,3,1,-1.2461493508460293,1
ORD-100035,2023-10-09,2023-10-13,CUST-3471,Customer 474,1,2,Maharashtra,Nagpur,1,Binders,Binders Model 823,6938.53,9,0.1,-1218.98,Second Class,Card,0,3,0,4163.118,770.9477777777778,2023,10,4,-17.568274548067098,2
ORD-100036,2024-02-29,2024-03-04,CUST-1320,Customer 1755,2,3,Tamil Nadu,Coimbatore,1,Binders,Binders Model 588,5329.49,7,0.15,1426.5,Standard Class,Net Banking,1,4,2,3197.694,761.3557142857143,2024,2,1,26.76616336647597,2
ORD-100037,2023-11-02,2023-11-09,CUST-5471,Customer 893,1,1,Delhi,New Delhi,2,Laptops,Laptops Model 498,18418.92,4,0.2,525.42,First Class,Cash,1,0,0,11051.352,4604.73,2023,11,4,2.852610250763888,1
ORD-100038,2023-06-19,2023-06-26,CUST-1444,Customer 172,2,3,Delhi,New Delhi,2,Laptops,Laptops Model 238,868.77,10,0.15,69.86,Same Day,UPI,1,1,2,521.262,86.877,2023,6,2,8.041253726532913,2
ORD-100039,2023-02-21,2023-02-24,CUST-7906,Customer 517,0,3,Delhi,New Delhi,0,Tables,Tables Model 119,8305.78,5,0.15,1524.99,Standard Class,Net Banking,1,4,0,4983.468,1661.1560000000002,2023,2,1,18.360587446332552,0
ORD-100040,2023-08-18,2023-08-24,CUST-4908,Customer 259,1,1,Maharashtra,Nagpur,0,Chairs,Chairs Model 677,23750.37,1,0.05,3128.75,Second Class,Cash,1,0,2,14250.222,23750.37,2023,8,3,13.173478981590602,3
ORD-100041,2024-12-17,2024-12-20,CUST-3683,Customer 638,0,1,Tamil Nadu,Chennai,2,Laptops,Laptops Model 419,24100.62,2,0.3,4043.74,Same Day,Cash,0,0,1,14460.372,12050.31,2024,12,4,16.77857250145432,3
ORD-100042,2023-07-23,2023-07-24,CUST-1672,Customer 712,2,3,Gujarat,Ahmedabad,0,Bookcases,Bookcases Model 777,19357.53,10,0.3,3543.21,First Class,Card,1,2,2,11614.517999999998,1935.753,2023,7,3,18.304039823262578,3
ORD-100043,2024-06-02,2024-06-08,CUST-8135,Customer 361,2,0,Tamil Nadu,Chennai,1,Paper,Paper Model 730,2817.36,8,0.1,476.19,Same Day,Cash,0,1,2,1690.416,352.17,2024,6,2,16.901993355481725,2
ORD-100044,2024-03-22,2024-03-29,CUST-4995,Customer 1537,1,3,Telangana,Hyderabad,1,Binders,Binders Model 444,20802.13,5,0.0,5926.47,Standard Class,Cash,0,2,1,12481.278,4160.426,2024,3,1,28.489726773171785,3
ORD-100045,2023-11-29,2023-12-01,CUST-9464,Customer 392,0,2,Delhi,New Delhi,1,Paper,Paper Model 837,8640.4,5,0.2,567.55,Same Day,Cash,0,0,2,5184.24,1728.08,2023,11,4,6.568561640664784,0
ORD-100046,2024-07-22,2024-07-29,CUST-7625,Customer 1417,0,0,Karnataka,Mysuru,2,Laptops,Laptops Model 779,12372.37,2,0.0,-472.26,First Class,Cash,1,4,0,7423.422,6186.185,2024,7,3,-3.8170536445321295,0
ORD-100047,2024-07-20,2024-07-25,CUST-5118,Customer 473,0,2,Tamil Nadu,Coimbatore,2,Laptops,Laptops Model 423,8403.62,8,0.3,-932.77,Standard Class,UPI,1,2,2,5042.1720000000005,1050.4525,2024,7,3,-11.099621353654731,2
ORD-100048,2023-07-16,2023-07-18,CUST-2647,Customer 1706,0,0,Telangana,Hyderabad,1,Storage,Storage Model 332,14821.76,10,0.2,-1250.23,First Class,UPI,1,1,2,8893.056,1482.176,2023,7,3,-8.435098125998532,2
ORD-100049,2023-11-06,2023-11-07,CUST-3068,Customer 1307,1,1,Telangana,Hyderabad,1,Binders,Binders Model 993,24362.51,5,0.2,3497.96,Standard Class,Net Banking,0,1,0,14617.506,4872.502,2023,11,4,14.357962295346416,3
ORD-100050,2024-04-25,2024-04-29,CUST-7565,Customer 1008,0,1,Delhi,New Delhi,0,Chairs,Chairs Model 255,6461.46,2,0.15,1435.5,Second Class,Net Banking,1,4,1,3876.876,3230.73,2024,4,2,22.21634119842884,0
ORD-100051,2023-03-29,2023-03-31,CUST-7232,Customer 923,1,0,Maharashtra,Nagpur,1,Storage,Storage Model 980,14983.95,4,0.2,2796.48,Same Day,Net Banking,0,2,1,8990.37,3745.9875,2023,3,1,18.663169591462864,3
ORD-100052,2024-08-05,2024-08-10,CUST-2330,Customer 322,0,2,Maharashtra,Nagpur,2,Phones,Phones Model 665,23700.24,4,0.05,-1527.35,Standard Class,UPI,0,3,0,14220.144,5925.06,2024,8,3,-6.444449507684309,1
ORD-100053,2023-01-03,2023-01-07,CUST-8438,Customer 146,2,2,Delhi,New Delhi,1,Binders,Binders Model 370,5940.61,5,0.3,752.34,Second Class,Cash,1,4,0,3564.3659999999995,1188.1219999999998,2023,1,1,12.664356017311354,0
ORD-100054,2023-04-28,2023-05-03,CUST-5728,Customer 900,0,3,Karnataka,Bengaluru,1,Binders,Binders Model 805,1970.96,5,0.05,231.14,First Class,Cash,1,2,0,1182.576,394.192,2023,4,2,11.727280107155904,0
ORD-100055,2023-10-06,2023-10-11,CUST-1423,Customer 188,0,1,Gujarat,Surat,1,Binders,Binders Model 883,15031.31,6,0.15,1533.83,First Class,Card,1,1,0,9018.786,2505.218333333333,2023,10,4,10.204233696198136,3
ORD-100056,2023-06-29,2023-07-03,CUST-8700,Customer 713,1,0,Gujarat,Surat,1,Binders,Binders Model 428,24924.25,8,0.15,7551.56,Standard Class,UPI,1,2,0,14954.55,3115.53125,2023,6,2,30.298043070503628,3
ORD-100057,2023-12-04,2023-12-08,CUST-6153,Customer 517,1,1,Telangana,Hyderabad,1,Storage,Storage Model 891,23640.8,1,0.2,240.05,Same Day,Card,1,4,1,14184.48,23640.8,2023,12,4,1.015405570031471,1
ORD-100058,2024-11-04,2024-11-11,CUST-8242,Customer 1557,0,2,Gujarat,Surat,1,Binders,Binders Model 373,4852.05,10,0.1,951.21,Second Class,Net Banking,0,0,1,2911.23,485.205,2024,11,4,19.604290969796278,2
ORD-100059,2024-03-24,2024-03-30,CUST-1224,Customer 1132,1,1,Delhi,New Delhi,0,Bookcases,Bookcases Model 330,15300.02,3,0.05,-598.04,Standard Class,Cash,1,4,2,9180.012,5100.006666666667,2024,3,1,-3.908753060453515,1
ORD-100060,2023-05-01,2023-05-07,CUST-8736,Customer 500,1,2,Karnataka,Mysuru,2,Accessories,Accessories Model 492,12820.03,7,0.1,3065.25,Second Class,UPI,0,3,1,7692.018,1831.4328571428573,2023,5,2,23.90985044496776,3
ORD-100061,2023-03-13,2023-03-16,CUST-9022,Customer 1773,0,3,Delhi,New Delhi,2,Accessories,Accessories Model 651,20549.63,5,0.1,4944.48,Same Day,Net Banking,1,3,2,12329.778,4109.926,2023,3,1,24.06116314502986,3
ORD-100062,2023-12-07,2023-12-12,CUST-4826,Customer 1754,1,1,Gujarat,Surat,1,Paper,Paper Model 425,21766.12,4,0.3,1186.01,Same Day,Cash,1,4,0,13059.672,5441.53,2023,12,4,5.448881105130359,3
ORD-100063,2024-01-31,2024-02-06,CUST-8213,Customer 205,2,3,Telangana,Hyderabad,1,Binders,Binders Model 115,3330.91,6,0.2,793.87,Second Class,Cash,1,0,1,1998.546,555.1516666666666,2024,1,1,23.83342690135729,2
ORD-100064,2024-11-01,2024-11-03,CUST-9742,Customer 779,1,3,Maharashtra,Pune,1,Paper,Paper Model 993,15656.83,2,0.15,3733.7,Standard Class,Card,1,0,1,9394.098,7828.415,2024,11,4,23.84710059443706,3
ORD-100065,2023-08-29,2023-09-04,CUST-5906,Customer 60,0,0,Telangana,Hyderabad,0,Bookcases,Bookcases Model 915,2441.41,2,0.0,107.48,Standard Class,Net Banking,1,3,1,1464.8459999999998,1220.705,2023,8,3,4.402374037953479,0
ORD-100066,2024-01-03,2024-01-06,CUST-2293,Customer 1249,1,2,Delhi,New Delhi,0,Bookcases,Bookcases Model 609,10418.88,3,0.3,-1734.84,Second Class,UPI,0,4,2,6251.328,3472.96,2024,1,1,-16.650926011241133,1
ORD-100067,2024-04-17,2024-04-23,CUST-3588,Customer 152,1,0,Tamil Nadu,Coimbatore,1,Storage,Storage Model 701,433.06,5,0.15,61.79,First Class,Cash,0,2,0,259.836,86.612,2024,4,2,14.268230730152863,0
ORD-100068,2024-12-07,2024-12-10,CUST-6881,Customer 1178,1,0,Delhi,New Delhi,0,Tables,Tables Model 122,21362.72,4,0.0,208.29,Same Day,Net Banking,0,4,0,12817.632,5340.68,2024,12,4,0.9750162900604418,1
ORD-100069,2023-01-09,2023-01-14,CUST-6772,Customer 449,2,2,Telangana,Hyderabad,2,Laptops,Laptops Model 735,12518.84,4,0.1,1425.72,First Class,UPI,0,2,2,7511.304,3129.71,2023,1,1,11.388595109451035,0
ORD-100070,2024-10-05,2024-10-06,CUST-5835,Customer 670,2,3,Telangana,Hyderabad,1,Paper,Paper Model 279,1027.44,3,0.1,-175.1,Second Class,UPI,1,2,1,616.464,342.48,2024,10,4,-17.042357704586156,0
ORD-100071,2024-07-06,2024-07-09,CUST-6549,Customer 1648,0,3,Gujarat,Surat,0,Tables,Tables Model 177,22868.41,5,0.15,4130.21,Second Class,UPI,0,2,0,13721.046,4573.682,2024,7,3,18.06076592119872,3
ORD-100072,2024-11-23,2024-11-29,CUST-3024,Customer 932,1,0,Telangana,Hyderabad,2,Accessories,Accessories Model 698,2439.51,1,0.15,-206.26,Same Day,Net Banking,1,4,1,1463.706,2439.51,2024,11,4,-8.45497661415612,0
ORD-100073,2023-04-21,2023-04-27,CUST-4626,Customer 1327,0,3,Karnataka,Mysuru,0,Bookcases,Bookcases Model 817,22129.02,6,0.2,5828.58,First Class,Cash,1,3,2,13277.412,3688.17,2023,4,2,26.33907873010192,3
ORD-100074,2023-04-30,2023-05-02,CUST-8432,Customer 760,2,3,Maharashtra,Mumbai,1,Paper,Paper Model 701,3079.79,9,0.05,-416.96,Second Class,Cash,1,2,1,1847.874,342.19888888888886,2023,4,2,-13.53858542303209,2
ORD-100075,2024-11-01,2024-11-02,CUST-4868,Customer 1752,1,1,Delhi,New Delhi,1,Binders,Binders Model 802,17318.96,8,0.05,598.94,First Class,Net Banking,1,1,2,10391.375999999998,2164.87,2024,11,4,3.458290798061778,2
ORD-100076,2023-03-04,2023-03-08,CUST-1828,Customer 1612,1,2,Tamil Nadu,Chennai,0,Tables,Tables Model 228,2473.5,10,0.05,801.66,Second Class,Card,1,1,2,1484.1,247.35,2023,3,1,32.409945421467555,2
ORD-100077,2024-07-21,2024-07-23,CUST-3370,Customer 267,2,0,Gujarat,Ahmedabad,0,Tables,Tables Model 917,19404.34,1,0.2,-1697.86,Second Class,Card,0,2,1,11642.604,19404.34,2024,7,3,-8.749898218645932,1
ORD-100078,2024-11-07,2024-11-14,CUST-3854,Customer 544,0,2,Maharashtra,Mumbai,0,Tables,Tables Model 859,19791.62,10,0.05,-631.86,Same Day,Card,0,2,0,11874.972,1979.162,2024,11,4,-3.1925633172019268,1
ORD-100079,2023-03-07,2023-03-11,CUST-1710,Customer 1490,2,0,Delhi,New Delhi,2,Laptops,Laptops Model 569,2904.54,4,0.2,813.21,Standard Class,Card,0,3,2,1742.724,726.135,2023,3,1,27.997892953789588,0
ORD-100080,2024-05-05,2024-05-12,CUST-6277,Customer 1246,0,1,Delhi,New Delhi,2,Phones,Phones Model 229,12358.67,2,0.15,3270.06,First Class,Net Banking,0,4,0,7415.201999999999,6179.335,2024,5,2,26.45964331113299,3
ORD-100081,2024-01-26,2024-01-31,CUST-4522,Customer 881,1,2,Gujarat,Surat,1,Storage,Storage Model 523,15214.58,2,0.0,4093.27,First Class,Cash,0,1,1,9128.748,7607.29,2024,1,1,26.90360167681264,3
ORD-100082,2024-02-13,2024-02-17,CUST-8770,Customer 138,0,1,Telangana,Hyderabad,1,Paper,Paper Model 195,7950.58,6,0.1,2420.76,Same Day,Card,1,2,2,4770.348,1325.0966666666666,2024,2,1,30.447589987145594,3
ORD-100083,2024-01-17,2024-01-24,CUST-7929,Customer 1778,2,1,Karnataka,Bengaluru,2,Laptops,Laptops Model 394,14129.75,2,0.3,-481.19,First Class,Net Banking,1,3,1,8477.85,7064.875,2024,1,1,-3.4055096516215784,0
ORD-100084,2023-04-17,2023-04-22,CUST-7022,Customer 236,1,2,Gujarat,Ahmedabad,0,Bookcases,Bookcases Model 926,12158.3,6,0.0,3221.41,Same Day,Card,1,4,2,7294.98,2026.3833333333328,2023,4,2,26.49556270202249,3
ORD-100085,2024-09-15,2024-09-21,CUST-3972,Customer 1782,0,3,Telangana,Hyderabad,0,Chairs,Chairs Model 171,6977.11,6,0.1,-187.94,Second Class,Card,0,4,0,4186.266,1162.8516666666667,2024,9,3,-2.6936654288093496,2
ORD-100086,2023-04-04,2023-04-10,CUST-6314,Customer 1591,2,1,Gujarat,Ahmedabad,1,Paper,Paper Model 153,11450.42,6,0.05,-441.98,Second Class,UPI,0,3,0,6870.252,1908.4033333333327,2023,4,2,-3.8599457487148943,2
ORD-100087,2024-09-24,2024-09-25,CUST-5475,Customer 442,2,1,Telangana,Hyderabad,1,Paper,Paper Model 453,16616.08,10,0.15,218.07,Same Day,Card,1,3,0,9969.648,1661.6080000000002,2024,9,3,1.3124034068203811,2
ORD-100088,2023-10-18,2023-10-24,CUST-1897,Customer 16,0,0,Telangana,Hyderabad,2,Laptops,Laptops Model 316,7848.8,7,0.05,2601.45,Second Class,Net Banking,1,3,0,4709.28,1121.257142857143,2023,10,4,33.144557129752314,3
ORD-100089,2023-10-24,2023-10-27,CUST-4770,Customer 1025,2,0,Maharashtra,Mumbai,1,Storage,Storage Model 173,10880.24,7,0.05,902.19,Same Day,Card,0,4,1,6528.143999999999,1554.32,2023,10,4,8.292004588134086,2
ORD-100090,2024-03-22,2024-03-23,CUST-7636,Customer 43,1,2,Delhi,New Delhi,1,Storage,Storage Model 920,10846.25,7,0.15,-767.55,Same Day,Net Banking,1,0,2,6507.75,1549.4642857142858,2024,3,1,-7.076639391494756,2
ORD-100091,2023-04-01,2023-04-05,CUST-6562,Customer 454,1,2,Maharashtra,Mumbai,1,Storage,Storage Model 178,10131.16,7,0.0,2824.45,Standard Class,UPI,1,4,2,6078.696,1447.3085714285714,2023,4,2,27.87884111987176,3
ORD-100092,2023-12-24,2023-12-27,CUST-2234,Customer 363,2,3,Telangana,Hyderabad,0,Chairs,Chairs Model 575,3831.82,3,0.05,464.87,Same Day,Net Banking,1,3,1,2299.092,1277.2733333333333,2023,12,4,12.131832914907276,0
ORD-100093,2024-10-04,2024-10-07,CUST-6766,Customer 1040,0,0,Karnataka,Mysuru,0,Tables,Tables Model 572,11166.76,5,0.1,1175.65,Same Day,Card,1,0,1,6700.056,2233.352,2024,10,4,10.528120958989,0
ORD-100094,2023-02-28,2023-03-03,CUST-1672,Customer 922,2,2,Tamil Nadu,Chennai,2,Phones,Phones Model 429,15452.21,7,0.2,223.92,Same Day,UPI,0,2,0,9271.326,2207.458571428572,2023,2,1,1.4491131042096892,2
ORD-100095,2023-03-05,2023-03-09,CUST-8172,Customer 900,2,2,Maharashtra,Pune,2,Phones,Phones Model 472,12712.82,1,0.05,-937.46,First Class,Net Banking,1,4,0,7627.691999999999,12712.82,2023,3,1,-7.374130995325978,0
ORD-100096,2024-02-01,2024-02-05,CUST-7333,Customer 582,1,2,Tamil Nadu,Chennai,2,Laptops,Laptops Model 441,8499.3,2,0.1,738.42,Standard Class,UPI,0,2,2,5099.579999999999,4249.65,2024,2,1,8.688009600790654,0
ORD-100097,2023-12-25,2023-12-28,CUST-6381,Customer 1666,0,1,Telangana,Hyderabad,0,Bookcases,Bookcases Model 761,17779.08,5,0.0,1909.6,Same Day,Net Banking,0,0,2,10667.448,3555.8160000000003,2023,12,4,10.740713242754966,3
ORD-100098,2023-01-19,2023-01-22,CUST-3253,Customer 318,0,0,Tamil Nadu,Chennai,0,Tables,Tables Model 964,23702.17,4,0.15,-2498.24,Standard Class,Card,1,0,2,14221.301999999998,5925.5425,2023,1,1,-10.540131979476984,1
ORD-100099,2024-11-08,2024-11-11,CUST-3712,Customer 1477,1,1,Gujarat,Ahmedabad,2,Accessories,Accessories Model 520,4025.47,10,0.05,945.88,First Class,UPI,0,2,0,2415.282,402.547,2024,11,4,23.497380430111267,2
ORD-100100,2024-03-30,2024-04-04,CUST-8218,Customer 946,1,3,Tamil Nadu,Coimbatore,0,Bookcases,Bookcases Model 614,6131.38,4,0.15,-169.76,Same Day,UPI,1,3,0,3678.828,1532.845,2024,3,1,-2.7687078602207005,0
ORD-100101,2023-07-24,2023-07-31,CUST-9452,Customer 1744,0,0,Gujarat,Ahmedabad,1,Binders,Binders Model 185,16101.24,9,0.1,4731.53,Second Class,Net Banking,0,0,1,9660.744,1789.0266666666666,2023,7,3,29.38612181422052,3
ORD-100102,2024-04-05,2024-04-10,CUST-7495,Customer 1029,1,2,Karnataka,Mysuru,0,Chairs,Chairs Model 495,20454.24,1,0.1,167.59,Standard Class,Net Banking,1,0,2,12272.544,20454.24,2024,4,2,0.8193411243830129,1
ORD-100103,2023-08-18,2023-08-19,CUST-8740,Customer 1426,0,3,Tamil Nadu,Chennai,2,Laptops,Laptops Model 559,8515.2,3,0.05,-1608.8,Standard Class,Card,0,2,2,5109.12,2838.4,2023,8,3,-18.893273205561812,1
ORD-100104,2023-01-20,2023-01-23,CUST-4893,Customer 617,0,1,Karnataka,Bengaluru,2,Laptops,Laptops Model 344,15300.23,2,0.15,3012.54,Same Day,Cash,1,2,0,9180.138,7650.115,2023,1,1,19.689507935501624,3
ORD-100105,2023-03-06,2023-03-07,CUST-1025,Customer 1260,1,2,Delhi,New Delhi,2,Laptops,Laptops Model 684,14461.18,3,0.3,-1443.23,Same Day,UPI,0,0,0,8676.708,4820.393333333333,2023,3,1,-9.980029292215436,1
ORD-100106,2024-11-11,2024-11-17,CUST-9316,Customer 1135,0,3,Maharashtra,Nagpur,1,Binders,Binders Model 994,23844.41,9,0.2,4590.69,Same Day,Card,1,4,2,14306.646,2649.378888888889,2024,11,4,19.25268857564519,3
ORD-100107,2024-10-12,2024-10-16,CUST-2698,Customer 1581,2,0,Tamil Nadu,Coimbatore,2,Phones,Phones Model 236,9055.93,6,0.0,-610.2,Standard Class,Net Banking,1,3,1,5433.558,1509.3216666666667,2024,10,4,-6.73812628852034,2
ORD-100108,2024-07-13,2024-07-16,CUST-2033,Customer 1467,1,1,Telangana,Hyderabad,2,Accessories,Accessories Model 400,24524.32,3,0.15,5305.19,Second Class,Card,0,4,2,14714.592,8174.773333333333,2024,7,3,21.632363303039597,3
