Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Region,State,City,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Ship Mode,Payment Mode,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price,Year,Month,Quarter,Profit_Margin
ORD-100033,2024-02-14,2024-02-16,CUST-5082,Customer 1738,0,3,Karnataka,Bengaluru,0,Tables,Tables Model 236,5627.26,9,0.3,-24759.944000000003,Same Day,Net Banking,0,4,0,3376.356,625.2511111111112,2024,2,1,-440.00000000000006
ORD-100034,2024-03-29,2024-04-03,CUST-5050,Customer 1721,2,0,Telangana,Hyderabad,2,Accessories,Accessories Model 884,22450.76,8,0.3,-85312.88799999999,Same Day,UPI,1,1,0,13470.455999999998,2806.345,2024,3,1,-380.0
ORD-100035,2023-10-09,2023-10-13,CUST-3471,Customer 474,1,2,Maharashtra,Nagpur,1,Binders,Binders Model 823,6938.53,9,0.1,-30529.532000000007,Second Class,Card,1,1,1,4163.118,770.9477777777778,2023,10,4,-440.0000000000001
ORD-100036,2024-02-29,2024-03-04,CUST-1320,Customer 1755,2,3,Tamil Nadu,Coimbatore,1,Binders,Binders Model 588,5329.49,7,0.15,-17054.368000000002,Standard Class,Net Banking,1,4,2,3197.694,761.3557142857143,2024,2,1,-320.00000000000006
ORD-100037,2023-11-02,2023-11-09,CUST-5471,Customer 893,1,1,Delhi,New Delhi,2,Laptops,Laptops Model 498,18418.92,4,0.2,-25786.488000000005,First Class,Cash,0,3,2,11051.352,4604.73,2023,11,4,-140.00000000000003
ORD-100038,2023-06-19,2023-06-26,CUST-1444,Customer 172,2,3,Delhi,New Delhi,2,Laptops,Laptops Model 238,868.77,10,0.15,-4343.8499999999985,Same Day,UPI,1,4,2,521.262,86.877,2023,6,2,-499.99999999999983
ORD-100039,2023-02-21,2023-02-24,CUST-7906,Customer 517,0,3,Delhi,New Delhi,0,Tables,Tables Model 119,8305.78,5,0.15,-16611.559999999998,Standard Class,Net Banking,0,0,0,4983.468,1661.1560000000002,2023,2,1,-199.99999999999994
ORD-100040,2023-08-18,2023-08-24,CUST-4908,Customer 259,1,1,Maharashtra,Nagpur,0,Chairs,Chairs Model 677,23750.37,1,0.05,9500.148,Second Class,Cash,1,1,0,14250.222,23750.37,2023,8,3,40.0
ORD-100041,2024-12-17,2024-12-20,CUST-3683,Customer 638,0,1,Tamil Nadu,Chennai,2,Laptops,Laptops Model 419,24100.62,2,0.3,-4820.124,Same Day,Cash,1,0,1,14460.372,12050.31,2024,12,4,-20.0
ORD-100042,2023-07-23,2023-07-24,CUST-1672,Customer 712,2,3,Gujarat,Ahmedabad,0,Bookcases,Bookcases Model 777,19357.53,10,0.3,-96787.64999999998,First Class,Card,0,4,2,11614.517999999998,1935.753,2023,7,3,-499.9999999999999
ORD-100043,2024-06-02,2024-06-08,CUST-8135,Customer 361,2,0,Tamil Nadu,Chennai,1,Paper,Paper Model 730,2817.36,8,0.1,-10705.967999999999,Same Day,Cash,0,4,1,1690.416,352.17,2024,6,2,-379.99999999999994
ORD-100044,2024-03-22,2024-03-29,CUST-4995,Customer 1537,1,3,Telangana,Hyderabad,1,Binders,Binders Model 444,20802.13,5,0.0,-41604.259999999995,Standard Class,Cash,0,1,1,12481.278,4160.426,2024,3,1,-199.99999999999994
ORD-100045,2023-11-29,2023-12-01,CUST-9464,Customer 392,0,2,Delhi,New Delhi,1,Paper,Paper Model 837,8640.4,5,0.2,-17280.799999999996,Same Day,Cash,0,4,1,5184.24,1728.08,2023,11,4,-199.99999999999994
ORD-100046,2024-07-22,2024-07-29,CUST-7625,Customer 1417,0,0,Karnataka,Mysuru,2,Laptops,Laptops Model 779,12372.37,2,0.0,-2474.4739999999983,First Class,Cash,0,4,0,7423.422,6186.185,2024,7,3,-19.999999999999986
ORD-100047,2024-07-20,2024-07-25,CUST-5118,Customer 473,0,2,Tamil Nadu,Coimbatore,2,Laptops,Laptops Model 423,8403.62,8,0.3,-31933.756,Standard Class,UPI,1,4,2,5042.1720000000005,1050.4525,2024,7,3,-380.0
ORD-100048,2023-07-16,2023-07-18,CUST-2647,Customer 1706,0,0,Telangana,Hyderabad,1,Storage,Storage Model 332,14821.76,10,0.2,-74108.8,First Class,UPI,1,4,0,8893.056,1482.176,2023,7,3,-500.0
ORD-100049,2023-11-06,2023-11-07,CUST-3068,Customer 1307,1,1,Telangana,Hyderabad,1,Binders,Binders Model 993,24362.51,5,0.2,-48725.020000000004,Standard Class,Net Banking,1,4,2,14617.506,4872.502,2023,11,4,-200.00000000000006
ORD-100050,2024-04-25,2024-04-29,CUST-7565,Customer 1008,0,1,Delhi,New Delhi,0,Chairs,Chairs Model 255,6461.46,2,0.15,-1292.2920000000004,Second Class,Net Banking,0,4,0,3876.876,3230.73,2024,4,2,-20.000000000000007
ORD-100051,2023-03-29,2023-03-31,CUST-7232,Customer 923,1,0,Maharashtra,Nagpur,1,Storage,Storage Model 980,14983.95,4,0.2,-20977.530000000002,Same Day,Net Banking,0,3,1,8990.37,3745.9875,2023,3,1,-140.0
ORD-100052,2024-08-05,2024-08-10,CUST-2330,Customer 322,0,2,Maharashtra,Nagpur,2,Phones,Phones Model 665,23700.24,4,0.05,-33180.335999999996,Standard Class,UPI,1,2,1,14220.144,5925.06,2024,8,3,-139.99999999999997
ORD-100053,2023-01-03,2023-01-07,CUST-8438,Customer 146,2,2,Delhi,New Delhi,1,Binders,Binders Model 370,5940.61,5,0.3,-11881.219999999998,Second Class,Cash,0,3,2,3564.3659999999995,1188.1219999999998,2023,1,1,-199.99999999999997
ORD-100054,2023-04-28,2023-05-03,CUST-5728,Customer 900,0,3,Karnataka,Bengaluru,1,Binders,Binders Model 805,1970.96,5,0.05,-3941.92,First Class,Cash,0,4,2,1182.576,394.192,2023,4,2,-200.0
ORD-100055,2023-10-06,2023-10-11,CUST-1423,Customer 188,0,1,Gujarat,Surat,1,Binders,Binders Model 883,15031.31,6,0.15,-39081.406,First Class,Card,0,0,1,9018.786,2505.218333333333,2023,10,4,-260.0
ORD-100056,2023-06-29,2023-07-03,CUST-8700,Customer 713,1,0,Gujarat,Surat,1,Binders,Binders Model 428,24924.25,8,0.15,-94712.15,Standard Class,UPI,0,3,2,14954.55,3115.53125,2023,6,2,-380.0
ORD-100057,2023-12-04,2023-12-08,CUST-6153,Customer 517,1,1,Telangana,Hyderabad,1,Storage,Storage Model 891,23640.8,1,0.2,9456.32,Same Day,Card,1,3,2,14184.48,23640.8,2023,12,4,40.0
ORD-100058,2024-11-04,2024-11-11,CUST-8242,Customer 1557,0,2,Gujarat,Surat,1,Binders,Binders Model 373,4852.05,10,0.1,-24260.25,Second Class,Net Banking,0,0,1,2911.23,485.205,2024,11,4,-500.0
ORD-100059,2024-03-24,2024-03-30,CUST-1224,Customer 1132,1,1,Delhi,New Delhi,0,Bookcases,Bookcases Model 330,15300.02,3,0.05,-12240.016,Standard Class,Cash,1,0,2,9180.012,5100.006666666667,2024,3,1,-80.0
ORD-100060,2023-05-01,2023-05-07,CUST-8736,Customer 500,1,2,Karnataka,Mysuru,2,Accessories,Accessories Model 492,12820.03,7,0.1,-41024.096000000005,Second Class,UPI,0,4,1,7692.018,1831.4328571428573,2023,5,2,-320.0
ORD-100061,2023-03-13,2023-03-16,CUST-9022,Customer 1773,0,3,Delhi,New Delhi,2,Accessories,Accessories Model 651,20549.63,5,0.1,-41099.259999999995,Same Day,Net Banking,0,0,1,12329.778,4109.926,2023,3,1,-199.99999999999994
ORD-100062,2023-12-07,2023-12-12,CUST-4826,Customer 1754,1,1,Gujarat,Surat,1,Paper,Paper Model 425,21766.12,4,0.3,-30472.568000000003,Same Day,Cash,0,2,1,13059.672,5441.53,2023,12,4,-140.0
ORD-100063,2024-01-31,2024-02-06,CUST-8213,Customer 205,2,3,Telangana,Hyderabad,1,Binders,Binders Model 115,3330.91,6,0.2,-8660.366,Second Class,Cash,0,0,0,1998.546,555.1516666666666,2024,1,1,-260.0
ORD-100064,2024-11-01,2024-11-03,CUST-9742,Customer 779,1,3,Maharashtra,Pune,1,Paper,Paper Model 993,15656.83,2,0.15,-3131.366,Standard Class,Card,1,3,1,9394.098,7828.415,2024,11,4,-20.0
ORD-100065,2023-08-29,2023-09-04,CUST-5906,Customer 60,0,0,Telangana,Hyderabad,0,Bookcases,Bookcases Model 915,2441.41,2,0.0,-488.2819999999997,Standard Class,Net Banking,0,0,2,1464.8459999999998,1220.705,2023,8,3,-19.99999999999999
ORD-100066,2024-01-03,2024-01-06,CUST-2293,Customer 1249,1,2,Delhi,New Delhi,0,Bookcases,Bookcases Model 609,10418.88,3,0.3,-8335.104000000001,Second Class,UPI,1,2,1,6251.328,3472.96,2024,1,1,-80.00000000000001
ORD-100067,2024-04-17,2024-04-23,CUST-3588,Customer 152,1,0,Tamil Nadu,Coimbatore,1,Storage,Storage Model 701,433.06,5,0.15,-866.1200000000001,First Class,Cash,0,4,2,259.836,86.612,2024,4,2,-200.00000000000006
ORD-100068,2024-12-07,2024-12-10,CUST-6881,Customer 1178,1,0,Delhi,New Delhi,0,Tables,Tables Model 122,21362.72,4,0.0,-29907.807999999997,Same Day,Net Banking,1,2,1,12817.632,5340.68,2024,12,4,-139.99999999999997
ORD-100069,2023-01-09,2023-01-14,CUST-6772,Customer 449,2,2,Telangana,Hyderabad,2,Laptops,Laptops Model 735,12518.84,4,0.1,-17526.376,First Class,UPI,0,4,0,7511.304,3129.71,2023,1,1,-140.0
ORD-100070,2024-10-05,2024-10-06,CUST-5835,Customer 670,2,3,Telangana,Hyderabad,1,Paper,Paper Model 279,1027.44,3,0.1,-821.9520000000002,Second Class,UPI,1,1,0,616.464,342.48,2024,10,4,-80.00000000000001
ORD-100071,2024-07-06,2024-07-09,CUST-6549,Customer 1648,0,3,Gujarat,Surat,0,Tables,Tables Model 177,22868.41,5,0.15,-45736.81999999999,Second Class,UPI,1,0,0,13721.046,4573.682,2024,7,3,-199.99999999999997
ORD-100072,2024-11-23,2024-11-29,CUST-3024,Customer 932,1,0,Telangana,Hyderabad,2,Accessories,Accessories Model 698,2439.51,1,0.15,975.8040000000003,Same Day,Net Banking,1,0,2,1463.706,2439.51,2024,11,4,40.00000000000001
ORD-100073,2023-04-21,2023-04-27,CUST-4626,Customer 1327,0,3,Karnataka,Mysuru,0,Bookcases,Bookcases Model 817,22129.02,6,0.2,-57535.452000000005,First Class,Cash,1,0,2,13277.412,3688.17,2023,4,2,-260.0
ORD-100074,2023-04-30,2023-05-02,CUST-8432,Customer 760,2,3,Maharashtra,Mumbai,1,Paper,Paper Model 701,3079.79,9,0.05,-13551.076000000001,Second Class,Cash,1,1,2,1847.874,342.19888888888886,2023,4,2,-440.00000000000006
ORD-100075,2024-11-01,2024-11-02,CUST-4868,Customer 1752,1,1,Delhi,New Delhi,1,Binders,Binders Model 802,17318.96,8,0.05,-65812.04799999998,First Class,Net Banking,1,2,1,10391.375999999998,2164.87,2024,11,4,-379.9999999999999
ORD-100076,2023-03-04,2023-03-08,CUST-1828,Customer 1612,1,2,Tamil Nadu,Chennai,0,Tables,Tables Model 228,2473.5,10,0.05,-12367.5,Second Class,Card,0,0,1,1484.1,247.35,2023,3,1,-500.0
ORD-100077,2024-07-21,2024-07-23,CUST-3370,Customer 267,2,0,Gujarat,Ahmedabad,0,Tables,Tables Model 917,19404.34,1,0.2,7761.736000000001,Second Class,Card,1,0,1,11642.604,19404.34,2024,7,3,40.0
ORD-100078,2024-11-07,2024-11-14,CUST-3854,Customer 544,0,2,Maharashtra,Mumbai,0,Tables,Tables Model 859,19791.62,10,0.05,-98958.1,Same Day,Card,1,4,2,11874.972,1979.162,2024,11,4,-500.0000000000001
ORD-100079,2023-03-07,2023-03-11,CUST-1710,Customer 1490,2,0,Delhi,New Delhi,2,Laptops,Laptops Model 569,2904.54,4,0.2,-4066.3559999999998,Standard Class,Card,0,2,1,1742.724,726.135,2023,3,1,-140.0
ORD-100080,2024-05-05,2024-05-12,CUST-6277,Customer 1246,0,1,Delhi,New Delhi,2,Phones,Phones Model 229,12358.67,2,0.15,-2471.7339999999986,First Class,Net Banking,1,0,1,7415.201999999999,6179.335,2024,5,2,-19.999999999999986
ORD-100081,2024-01-26,2024-01-31,CUST-4522,Customer 881,1,2,Gujarat,Surat,1,Storage,Storage Model 523,15214.58,2,0.0,-3042.9159999999993,First Class,Cash,1,3,0,9128.748,7607.29,2024,1,1,-19.999999999999996
ORD-100082,2024-02-13,2024-02-17,CUST-8770,Customer 138,0,1,Telangana,Hyderabad,1,Paper,Paper Model 195,7950.58,6,0.1,-20671.508,Same Day,Card,1,3,1,4770.348,1325.0966666666666,2024,2,1,-260.0
ORD-100083,2024-01-17,2024-01-24,CUST-7929,Customer 1778,2,1,Karnataka,Bengaluru,2,Laptops,Laptops Model 394,14129.75,2,0.3,-2825.9500000000007,First Class,Net Banking,1,0,0,8477.85,7064.875,2024,1,1,-20.000000000000004
ORD-100084,2023-04-17,2023-04-22,CUST-7022,Customer 236,1,2,Gujarat,Ahmedabad,0,Bookcases,Bookcases Model 926,12158.3,6,0.0,-31611.579999999998,Same Day,Card,0,0,1,7294.98,2026.3833333333328,2023,4,2,-260.0
ORD-100085,2024-09-15,2024-09-21,CUST-3972,Customer 1782,0,3,Telangana,Hyderabad,0,Chairs,Chairs Model 171,6977.11,6,0.1,-18140.485999999997,Second Class,Card,0,3,0,4186.266,1162.8516666666667,2024,9,3,-259.99999999999994
ORD-100086,2023-04-04,2023-04-10,CUST-6314,Customer 1591,2,1,Gujarat,Ahmedabad,1,Paper,Paper Model 153,11450.42,6,0.05,-29771.092000000004,Second Class,UPI,0,4,2,6870.252,1908.4033333333327,2023,4,2,-260.00000000000006
ORD-100087,2024-09-24,2024-09-25,CUST-5475,Customer 442,2,1,Telangana,Hyderabad,1,Paper,Paper Model 453,16616.08,10,0.15,-83080.4,Same Day,Card,1,1,2,9969.648,1661.6080000000002,2024,9,3,-499.9999999999999
ORD-100088,2023-10-18,2023-10-24,CUST-1897,Customer 16,0,0,Telangana,Hyderabad,2,Laptops,Laptops Model 316,7848.8,7,0.05,-25116.16,Second Class,Net Banking,1,1,0,4709.28,1121.257142857143,2023,10,4,-320.0
ORD-100089,2023-10-24,2023-10-27,CUST-4770,Customer 1025,2,0,Maharashtra,Mumbai,1,Storage,Storage Model 173,10880.24,7,0.05,-34816.768,Same Day,Card,1,3,1,6528.143999999999,1554.32,2023,10,4,-320.0
ORD-100090,2024-03-22,2024-03-23,CUST-7636,Customer 43,1,2,Delhi,New Delhi,1,Storage,Storage Model 920,10846.25,7,0.15,-34708.0,Same Day,Net Banking,1,2,2,6507.75,1549.4642857142858,2024,3,1,-320.0
ORD-100091,2023-04-01,2023-04-05,CUST-6562,Customer 454,1,2,Maharashtra,Mumbai,1,Storage,Storage Model 178,10131.16,7,0.0,-32419.712000000003,Standard Class,UPI,1,4,1,6078.696,1447.3085714285714,2023,4,2,-320.0
ORD-100092,2023-12-24,2023-12-27,CUST-2234,Customer 363,2,3,Telangana,Hyderabad,0,Chairs,Chairs Model 575,3831.82,3,0.05,-3065.4559999999997,Same Day,Net Banking,0,0,1,2299.092,1277.2733333333333,2023,12,4,-80.0
ORD-100093,2024-10-04,2024-10-07,CUST-6766,Customer 1040,0,0,Karnataka,Mysuru,0,Tables,Tables Model 572,11166.76,5,0.1,-22333.519999999997,Same Day,Card,1,4,2,6700.056,2233.352,2024,10,4,-199.99999999999997
ORD-100094,2023-02-28,2023-03-03,CUST-1672,Customer 922,2,2,Tamil Nadu,Chennai,2,Phones,Phones Model 429,15452.21,7,0.2,-49447.07199999999,Same Day,UPI,1,4,2,9271.326,2207.458571428572,2023,2,1,-320.0
ORD-100095,2023-03-05,2023-03-09,CUST-8172,Customer 900,2,2,Maharashtra,Pune,2,Phones,Phones Model 472,12712.82,1,0.05,5085.128000000001,First Class,Net Banking,0,2,1,7627.691999999999,12712.82,2023,3,1,40.00000000000001
ORD-100096,2024-02-01,2024-02-05,CUST-7333,Customer 582,1,2,Tamil Nadu,Chennai,2,Laptops,Laptops Model 441,8499.3,2,0.1,-1699.8599999999988,Standard Class,UPI,1,2,2,5099.579999999999,4249.65,2024,2,1,-19.999999999999986
ORD-100097,2023-12-25,2023-12-28,CUST-6381,Customer 1666,0,1,Telangana,Hyderabad,0,Bookcases,Bookcases Model 761,17779.08,5,0.0,-35558.16,Same Day,Net Banking,1,0,0,10667.448,3555.8160000000003,2023,12,4,-200.0
ORD-100098,2023-01-19,2023-01-22,CUST-3253,Customer 318,0,0,Tamil Nadu,Chennai,0,Tables,Tables Model 964,23702.17,4,0.15,-33183.03799999999,Standard Class,Card,1,0,1,14221.301999999998,5925.5425,2023,1,1,-140.0
ORD-100099,2024-11-08,2024-11-11,CUST-3712,Customer 1477,1,1,Gujarat,Ahmedabad,2,Accessories,Accessories Model 520,4025.47,10,0.05,-20127.35,First Class,UPI,1,3,2,2415.282,402.547,2024,11,4,-500.0
ORD-100100,2024-03-30,2024-04-04,CUST-8218,Customer 946,1,3,Tamil Nadu,Coimbatore,0,Bookcases,Bookcases Model 614,6131.38,4,0.15,-8583.932,Same Day,UPI,1,1,0,3678.828,1532.845,2024,3,1,-140.0
ORD-100101,2023-07-24,2023-07-31,CUST-9452,Customer 1744,0,0,Gujarat,Ahmedabad,1,Binders,Binders Model 185,16101.24,9,0.1,-70845.456,Second Class,Net Banking,0,0,0,9660.744,1789.0266666666666,2023,7,3,-440.00000000000006
ORD-100102,2024-04-05,2024-04-10,CUST-7495,Customer 1029,1,2,Karnataka,Mysuru,0,Chairs,Chairs Model 495,20454.24,1,0.1,8181.696000000002,Standard Class,Net Banking,0,4,1,12272.544,20454.24,2024,4,2,40.00000000000001
ORD-100103,2023-08-18,2023-08-19,CUST-8740,Customer 1426,0,3,Tamil Nadu,Chennai,2,Laptops,Laptops Model 559,8515.2,3,0.05,-6812.16,Standard Class,Card,0,1,2,5109.12,2838.4,2023,8,3,-80.0
ORD-100104,2023-01-20,2023-01-23,CUST-4893,Customer 617,0,1,Karnataka,Bengaluru,2,Laptops,Laptops Model 344,15300.23,2,0.15,-3060.046000000002,Same Day,Cash,0,1,2,9180.138,7650.115,2023,1,1,-20.000000000000014
ORD-100105,2023-03-06,2023-03-07,CUST-1025,Customer 1260,1,2,Delhi,New Delhi,2,Laptops,Laptops Model 684,14461.18,3,0.3,-11568.944000000003,Same Day,UPI,1,2,1,8676.708,4820.393333333333,2023,3,1,-80.00000000000001
ORD-100106,2024-11-11,2024-11-17,CUST-9316,Customer 1135,0,3,Maharashtra,Nagpur,1,Binders,Binders Model 994,23844.41,9,0.2,-104915.40400000001,Same Day,Card,1,0,0,14306.646,2649.378888888889,2024,11,4,-440.00000000000006
ORD-100107,2024-10-12,2024-10-16,CUST-2698,Customer 1581,2,0,Tamil Nadu,Coimbatore,2,Phones,Phones Model 236,9055.93,6,0.0,-23545.417999999998,Standard Class,Net Banking,1,4,2,5433.558,1509.3216666666667,2024,10,4,-259.99999999999994
ORD-100108,2024-07-13,2024-07-16,CUST-2033,Customer 1467,1,1,Telangana,Hyderabad,2,Accessories,Accessories Model 400,24524.32,3,0.15,-19619.456,Second Class,Card,1,2,2,14714.592,8174.773333333333,2024,7,3,-80.0
