Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Region,State,City,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Ship Mode,Payment Mode,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price
ORD-100012,2024-07-06,2024-07-13,CUST-9479,Customer 925,Consumer,South,Telangana,Hyderabad,Technology,Accessories,Accessories Model 330,10095.01,6,0.3,-192.26,Standard Class,Net Banking,Retail,Eve,PayPal,6057.006,1682.5016666666668
ORD-100013,2023-01-22,2023-01-27,CUST-1514,Customer 1761,Corporate,North,Gujarat,Ahmedabad,Technology,Phones,Phones Model 626,378.33,1,0.3,-50.73,Second Class,Net Banking,Retail,Eve,PayPal,226.998,378.33
ORD-100014,2024-11-16,2024-11-20,CUST-4119,Customer 194,Consumer,West,Karnataka,Bengaluru,Technology,Laptops,Laptops Model 462,14490.05,8,0.05,3392.46,Same Day,Cash,Online,Charlie,PayPal,8694.029999999999,1811.25625
ORD-100015,2024-04-23,2024-04-30,CUST-6559,Customer 1640,Consumer,South,Telangana,Hyderabad,Technology,Laptops,Laptops Model 296,24607.3,1,0.0,527.62,Second Class,Cash,Retail,Eve,Credit Card,14764.38,24607.3
ORD-100016,2023-05-24,2023-05-28,CUST-2604,Customer 104,Home Office,North,Karnataka,Mysuru,Office Supplies,Binders,Binders Model 195,21887.25,8,0.0,5349.51,Second Class,UPI,Online,David,PayPal,13132.35,2735.90625
ORD-100017,2024-02-21,2024-02-25,CUST-8454,Customer 585,Corporate,West,Delhi,New Delhi,Office Supplies,Binders,Binders Model 258,4283.0,7,0.0,-231.87,Second Class,Net Banking,Online,Bob,Credit Card,2569.7999999999997,611.8571428571429
ORD-100018,2023-08-11,2023-08-12,CUST-9701,Customer 323,Consumer,North,Gujarat,Ahmedabad,Technology,Accessories,Accessories Model 971,1617.7,8,0.2,59.16,Second Class,Card,Online,Bob,Credit Card,970.62,202.2125
ORD-100019,2024-09-01,2024-09-02,CUST-1651,Customer 1269,Consumer,West,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 773,23551.58,4,0.2,1846.57,First Class,Net Banking,Online,Charlie,Bank Transfer,14130.948,5887.895
ORD-100020,2023-07-29,2023-08-04,CUST-2188,Customer 20,Corporate,North,Telangana,Hyderabad,Furniture,Tables,Tables Model 175,10015.49,5,0.3,-85.4,Second Class,Net Banking,Retail,Bob,PayPal,6009.294,2003.098
ORD-100021,2023-05-16,2023-05-19,CUST-9666,Customer 17,Home Office,East,Maharashtra,Mumbai,Office Supplies,Paper,Paper Model 779,4112.12,5,0.2,396.5,Standard Class,UPI,Online,Charlie,Credit Card,2467.272,822.424
ORD-100022,2023-09-28,2023-09-29,CUST-4335,Customer 1408,Home Office,East,Maharashtra,Nagpur,Technology,Phones,Phones Model 617,6954.24,4,0.2,1075.73,Same Day,Net Banking,Online,Alice,Credit Card,4172.544,1738.56
ORD-100023,2023-02-22,2023-02-23,CUST-8239,Customer 1130,Home Office,West,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 674,287.93,5,0.05,-34.88,Standard Class,Card,Online,Eve,Bank Transfer,172.758,57.586
ORD-100024,2023-03-19,2023-03-25,CUST-6974,Customer 1631,Consumer,East,Karnataka,Bengaluru,Office Supplies,Storage,Storage Model 315,13902.62,3,0.15,-2877.76,Second Class,Card,Retail,Charlie,Credit Card,8341.572,4634.206666666667
ORD-100025,2023-12-29,2024-01-05,CUST-3900,Customer 845,Consumer,South,Gujarat,Surat,Technology,Laptops,Laptops Model 854,4032.92,3,0.05,1318.42,First Class,Cash,Retail,David,Bank Transfer,2419.752,1344.3066666666666
ORD-100026,2024-11-16,2024-11-23,CUST-8711,Customer 456,Consumer,West,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 458,19726.89,7,0.0,5517.45,First Class,UPI,Online,Eve,Credit Card,11836.134,2818.1271428571426
ORD-100027,2023-08-17,2023-08-18,CUST-9346,Customer 819,Home Office,East,Telangana,Hyderabad,Office Supplies,Paper,Paper Model 128,7109.36,5,0.0,-48.84,Standard Class,Net Banking,Retail,Bob,Credit Card,4265.616,1421.8719999999998
ORD-100028,2023-07-02,2023-07-07,CUST-9379,Customer 237,Corporate,South,Tamil Nadu,Chennai,Furniture,Bookcases,Bookcases Model 360,10977.18,6,0.3,-219.36,Standard Class,Cash,Online,Charlie,PayPal,6586.308,1829.53
ORD-100029,2023-01-02,2023-01-07,CUST-3041,Customer 1475,Corporate,East,Gujarat,Ahmedabad,Office Supplies,Paper,Paper Model 782,1935.35,6,0.3,160.12,Same Day,Net Banking,Retail,Alice,Bank Transfer,1161.2099999999998,322.55833333333334
ORD-100030,2024-02-17,2024-02-23,CUST-5930,Customer 832,Home Office,North,Tamil Nadu,Chennai,Furniture,Tables,Tables Model 411,16690.25,3,0.15,1811.45,First Class,UPI,Retail,Alice,Credit Card,10014.15,5563.416666666667
ORD-100031,2024-03-16,2024-03-23,CUST-3780,Customer 1350,Consumer,East,Gujarat,Surat,Office Supplies,Paper,Paper Model 627,11165.56,9,0.05,561.1,First Class,Card,Retail,Eve,Bank Transfer,6699.335999999999,1240.6177777777777
ORD-100032,2023-08-29,2023-09-04,CUST-2193,Customer 933,Corporate,South,Tamil Nadu,Chennai,Furniture,Chairs,Chairs Model 835,805.75,8,0.05,101.69,Same Day,Cash,Retail,Alice,Credit Card,483.45,100.71875
ORD-100033,2024-02-14,2024-02-16,CUST-5082,Customer 1738,Consumer,West,Karnataka,Bengaluru,Furniture,Tables,Tables Model 236,5627.26,9,0.3,-25.31,Same Day,Net Banking,Online,Bob,Bank Transfer,3376.356,625.2511111111112
ORD-100034,2024-03-29,2024-04-03,CUST-5050,Customer 1721,Home Office,East,Telangana,Hyderabad,Technology,Accessories,Accessories Model 884,22450.76,8,0.3,-279.77,Same Day,UPI,Online,Alice,PayPal,13470.455999999998,2806.345
ORD-100035,2023-10-09,2023-10-13,CUST-3471,Customer 474,Corporate,South,Maharashtra,Nagpur,Office Supplies,Binders,Binders Model 823,6938.53,9,0.1,-1218.98,Second Class,Card,Retail,Eve,Bank Transfer,4163.1179999999995,770.9477777777778
ORD-100036,2024-02-29,2024-03-04,CUST-1320,Customer 1755,Home Office,West,Tamil Nadu,Coimbatore,Office Supplies,Binders,Binders Model 588,5329.49,7,0.15,1426.5,Standard Class,Net Banking,Retail,Bob,Bank Transfer,3197.694,761.3557142857143
ORD-100037,2023-11-02,2023-11-09,CUST-5471,Customer 893,Corporate,North,Delhi,New Delhi,Technology,Laptops,Laptops Model 498,18418.92,4,0.2,525.42,First Class,Cash,Online,Eve,Credit Card,11051.351999999999,4604.73
ORD-100038,2023-06-19,2023-06-26,CUST-1444,Customer 172,Home Office,West,Delhi,New Delhi,Technology,Laptops,Laptops Model 238,868.77,10,0.15,69.86,Same Day,UPI,Retail,Eve,Credit Card,521.262,86.877
ORD-100039,2023-02-21,2023-02-24,CUST-7906,Customer 517,Consumer,West,Delhi,New Delhi,Furniture,Tables,Tables Model 119,8305.78,5,0.15,1524.99,Standard Class,Net Banking,Online,Eve,PayPal,4983.468,1661.1560000000002
ORD-100040,2023-08-18,2023-08-24,CUST-4908,Customer 259,Corporate,North,Maharashtra,Nagpur,Furniture,Chairs,Chairs Model 677,23750.37,1,0.05,3128.75,Second Class,Cash,Online,Charlie,PayPal,14250.222,23750.37
ORD-100041,2024-12-17,2024-12-20,CUST-3683,Customer 638,Consumer,North,Tamil Nadu,Chennai,Technology,Laptops,Laptops Model 419,24100.62,2,0.3,4043.74,Same Day,Cash,Retail,Bob,PayPal,14460.372,12050.31
ORD-100042,2023-07-23,2023-07-24,CUST-1672,Customer 712,Home Office,West,Gujarat,Ahmedabad,Furniture,Bookcases,Bookcases Model 777,19357.53,10,0.3,3543.21,First Class,Card,Online,Bob,Bank Transfer,11614.517999999998,1935.753
ORD-100043,2024-06-02,2024-06-08,CUST-8135,Customer 361,Home Office,East,Tamil Nadu,Chennai,Office Supplies,Paper,Paper Model 730,2817.36,8,0.1,476.19,Same Day,Cash,Retail,David,Credit Card,1690.416,352.17
ORD-100044,2024-03-22,2024-03-29,CUST-4995,Customer 1537,Corporate,West,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 444,20802.13,5,0.0,5926.47,Standard Class,Cash,Retail,Eve,Bank Transfer,12481.278,4160.426
ORD-100045,2023-11-29,2023-12-01,CUST-9464,Customer 392,Consumer,South,Delhi,New Delhi,Office Supplies,Paper,Paper Model 837,8640.4,5,0.2,567.55,Same Day,Cash,Retail,Bob,Bank Transfer,5184.24,1728.08
ORD-100046,2024-07-22,2024-07-29,CUST-7625,Customer 1417,Consumer,East,Karnataka,Mysuru,Technology,Laptops,Laptops Model 779,12372.37,2,0.0,-472.26,First Class,Cash,Retail,Bob,Bank Transfer,7423.4220000000005,6186.185
ORD-100047,2024-07-20,2024-07-25,CUST-5118,Customer 473,Consumer,South,Tamil Nadu,Coimbatore,Technology,Laptops,Laptops Model 423,8403.62,8,0.3,-932.77,Standard Class,UPI,Online,Bob,Credit Card,5042.1720000000005,1050.4525
ORD-100048,2023-07-16,2023-07-18,CUST-2647,Customer 1706,Consumer,East,Telangana,Hyderabad,Office Supplies,Storage,Storage Model 332,14821.76,10,0.2,-1250.23,First Class,UPI,Online,Alice,PayPal,8893.056,1482.176
ORD-100049,2023-11-06,2023-11-07,CUST-3068,Customer 1307,Corporate,North,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 993,24362.51,5,0.2,3497.96,Standard Class,Net Banking,Online,Bob,Credit Card,14617.506,4872.5019999999995
ORD-100050,2024-04-25,2024-04-29,CUST-7565,Customer 1008,Consumer,North,Delhi,New Delhi,Furniture,Chairs,Chairs Model 255,6461.46,2,0.15,1435.5,Second Class,Net Banking,Retail,Alice,PayPal,3876.8759999999997,3230.73
ORD-100051,2023-03-29,2023-03-31,CUST-7232,Customer 923,Corporate,East,Maharashtra,Nagpur,Office Supplies,Storage,Storage Model 980,14983.95,4,0.2,2796.48,Same Day,Net Banking,Retail,Eve,Bank Transfer,8990.37,3745.9875
ORD-100052,2024-08-05,2024-08-10,CUST-2330,Customer 322,Consumer,South,Maharashtra,Nagpur,Technology,Phones,Phones Model 665,23700.24,4,0.05,-1527.35,Standard Class,UPI,Retail,Charlie,Credit Card,14220.144,5925.06
ORD-100053,2023-01-03,2023-01-07,CUST-8438,Customer 146,Home Office,South,Delhi,New Delhi,Office Supplies,Binders,Binders Model 370,5940.61,5,0.3,752.34,Second Class,Cash,Retail,Charlie,Credit Card,3564.3659999999995,1188.1219999999998
ORD-100054,2023-04-28,2023-05-03,CUST-5728,Customer 900,Consumer,West,Karnataka,Bengaluru,Office Supplies,Binders,Binders Model 805,1970.96,5,0.05,231.14,First Class,Cash,Online,Charlie,Bank Transfer,1182.576,394.192
ORD-100055,2023-10-06,2023-10-11,CUST-1423,Customer 188,Consumer,North,Gujarat,Surat,Office Supplies,Binders,Binders Model 883,15031.31,6,0.15,1533.83,First Class,Card,Online,Alice,Bank Transfer,9018.786,2505.2183333333332
ORD-100056,2023-06-29,2023-07-03,CUST-8700,Customer 713,Corporate,East,Gujarat,Surat,Office Supplies,Binders,Binders Model 428,24924.25,8,0.15,7551.56,Standard Class,UPI,Retail,David,PayPal,14954.55,3115.53125
ORD-100057,2023-12-04,2023-12-08,CUST-6153,Customer 517,Corporate,North,Telangana,Hyderabad,Office Supplies,Storage,Storage Model 891,23640.8,1,0.2,240.05,Same Day,Card,Retail,Charlie,PayPal,14184.48,23640.8
ORD-100058,2024-11-04,2024-11-11,CUST-8242,Customer 1557,Consumer,South,Gujarat,Surat,Office Supplies,Binders,Binders Model 373,4852.05,10,0.1,951.21,Second Class,Net Banking,Online,Charlie,Credit Card,2911.23,485.20500000000004
ORD-100059,2024-03-24,2024-03-30,CUST-1224,Customer 1132,Corporate,North,Delhi,New Delhi,Furniture,Bookcases,Bookcases Model 330,15300.02,3,0.05,-598.04,Standard Class,Cash,Online,Charlie,Bank Transfer,9180.012,5100.006666666667
ORD-100060,2023-05-01,2023-05-07,CUST-8736,Customer 500,Corporate,South,Karnataka,Mysuru,Technology,Accessories,Accessories Model 492,12820.03,7,0.1,3065.25,Second Class,UPI,Retail,Eve,Bank Transfer,7692.018,1831.4328571428573
ORD-100061,2023-03-13,2023-03-16,CUST-9022,Customer 1773,Consumer,West,Delhi,New Delhi,Technology,Accessories,Accessories Model 651,20549.63,5,0.1,4944.48,Same Day,Net Banking,Online,Bob,Credit Card,12329.778,4109.926
ORD-100062,2023-12-07,2023-12-12,CUST-4826,Customer 1754,Corporate,North,Gujarat,Surat,Office Supplies,Paper,Paper Model 425,21766.12,4,0.3,1186.01,Same Day,Cash,Online,Charlie,Credit Card,13059.671999999999,5441.53
ORD-100063,2024-01-31,2024-02-06,CUST-8213,Customer 205,Home Office,West,Telangana,Hyderabad,Office Supplies,Binders,Binders Model 115,3330.91,6,0.2,793.87,Second Class,Cash,Online,Charlie,PayPal,1998.5459999999998,555.1516666666666
ORD-100064,2024-11-01,2024-11-03,CUST-9742,Customer 779,Corporate,West,Maharashtra,Pune,Office Supplies,Paper,Paper Model 993,15656.83,2,0.15,3733.7,Standard Class,Card,Retail,David,PayPal,9394.098,7828.415
ORD-100065,2023-08-29,2023-09-04,CUST-5906,Customer 60,Consumer,East,Telangana,Hyderabad,Furniture,Bookcases,Bookcases Model 915,2441.41,2,0.0,107.48,Standard Class,Net Banking,Retail,Alice,Bank Transfer,1464.8459999999998,1220.705
ORD-100066,2024-01-03,2024-01-06,CUST-2293,Customer 1249,Corporate,South,Delhi,New Delhi,Furniture,Bookcases,Bookcases Model 609,10418.88,3,0.3,-1734.84,Second Class,UPI,Retail,Charlie,Bank Transfer,6251.3279999999995,3472.9599999999996
ORD-100067,2024-04-17,2024-04-23,CUST-3588,Customer 152,Corporate,East,Tamil Nadu,Coimbatore,Office Supplies,Storage,Storage Model 701,433.06,5,0.15,61.79,First Class,Cash,Retail,Alice,PayPal,259.836,86.612
ORD-100068,2024-12-07,2024-12-10,CUST-6881,Customer 1178,Corporate,East,Delhi,New Delhi,Furniture,Tables,Tables Model 122,21362.72,4,0.0,208.29,Same Day,Net Banking,Online,David,PayPal,12817.632,5340.68
ORD-100069,2023-01-09,2023-01-14,CUST-6772,Customer 449,Home Office,South,Telangana,Hyderabad,Technology,Laptops,Laptops Model 735,12518.84,4,0.1,1425.72,First Class,UPI,Retail,David,Credit Card,7511.304,3129.71
ORD-100070,2024-10-05,2024-10-06,CUST-5835,Customer 670,Home Office,West,Telangana,Hyderabad,Office Supplies,Paper,Paper Model 279,1027.44,3,0.1,-175.1,Second Class,UPI,Online,Charlie,Bank Transfer,616.464,342.48
ORD-100071,2024-07-06,2024-07-09,CUST-6549,Customer 1648,Consumer,West,Gujarat,Surat,Furniture,Tables,Tables Model 177,22868.41,5,0.15,4130.21,Second Class,UPI,Online,Eve,Bank Transfer,13721.046,4573.682
ORD-100072,2024-11-23,2024-11-29,CUST-3024,Customer 932,Corporate,East,Telangana,Hyderabad,Technology,Accessories,Accessories Model 698,2439.51,1,0.15,-206.26,Same Day,Net Banking,Online,Eve,Bank Transfer,1463.7060000000001,2439.51
ORD-100073,2023-04-21,2023-04-27,CUST-4626,Customer 1327,Consumer,West,Karnataka,Mysuru,Furniture,Bookcases,Bookcases Model 817,22129.02,6,0.2,5828.58,First Class,Cash,Online,Bob,PayPal,13277.412,3688.17
ORD-100074,2023-04-30,2023-05-02,CUST-8432,Customer 760,Home Office,West,Maharashtra,Mumbai,Office Supplies,Paper,Paper Model 701,3079.79,9,0.05,-416.96,Second Class,Cash,Retail,Charlie,Credit Card,1847.8739999999998,342.19888888888886
ORD-100075,2024-11-01,2024-11-02,CUST-4868,Customer 1752,Corporate,North,Delhi,New Delhi,Office Supplies,Binders,Binders Model 802,17318.96,8,0.05,598.94,First Class,Net Banking,Online,David,PayPal,10391.375999999998,2164.87
ORD-100076,2023-03-04,2023-03-08,CUST-1828,Customer 1612,Corporate,South,Tamil Nadu,Chennai,Furniture,Tables,Tables Model 228,2473.5,10,0.05,801.66,Second Class,Card,Online,Bob,Bank Transfer,1484.1,247.35
ORD-100077,2024-07-21,2024-07-23,CUST-3370,Customer 267,Home Office,East,Gujarat,Ahmedabad,Furniture,Tables,Tables Model 917,19404.34,1,0.2,-1697.86,Second Class,Card,Retail,Bob,Bank Transfer,11642.604,19404.34
ORD-100078,2024-11-07,2024-11-14,CUST-3854,Customer 544,Consumer,South,Maharashtra,Mumbai,Furniture,Tables,Tables Model 859,19791.62,10,0.05,-631.86,Same Day,Card,Online,Charlie,Credit Card,11874.972,1979.1619999999998
ORD-100079,2023-03-07,2023-03-11,CUST-1710,Customer 1490,Home Office,East,Delhi,New Delhi,Technology,Laptops,Laptops Model 569,2904.54,4,0.2,813.21,Standard Class,Card,Retail,Bob,Bank Transfer,1742.724,726.135
ORD-100080,2024-05-05,2024-05-12,CUST-6277,Customer 1246,Consumer,North,Delhi,New Delhi,Technology,Phones,Phones Model 229,12358.67,2,0.15,3270.06,First Class,Net Banking,Online,Charlie,Credit Card,7415.201999999999,6179.335
ORD-100081,2024-01-26,2024-01-31,CUST-4522,Customer 881,Corporate,South,Gujarat,Surat,Office Supplies,Storage,Storage Model 523,15214.58,2,0.0,4093.27,First Class,Cash,Retail,Alice,Credit Card,9128.748,7607.29
ORD-100082,2024-02-13,2024-02-17,CUST-8770,Customer 138,Consumer,North,Telangana,Hyderabad,Office Supplies,Paper,Paper Model 195,7950.58,6,0.1,2420.76,Same Day,Card,Online,Alice,PayPal,4770.348,1325.0966666666666
ORD-100083,2024-01-17,2024-01-24,CUST-7929,Customer 1778,Home Office,North,Karnataka,Bengaluru,Technology,Laptops,Laptops Model 394,14129.75,2,0.3,-481.19,First Class,Net Banking,Retail,Alice,PayPal,8477.85,7064.875
ORD-100084,2023-04-17,2023-04-22,CUST-7022,Customer 236,Corporate,South,Gujarat,Ahmedabad,Furniture,Bookcases,Bookcases Model 926,12158.3,6,0.0,3221.41,Same Day,Card,Online,David,Credit Card,7294.98,2026.3833333333332
ORD-100085,2024-09-15,2024-09-21,CUST-3972,Customer 1782,Consumer,West,Telangana,Hyderabad,Furniture,Chairs,Chairs Model 171,6977.11,6,0.1,-187.94,Second Class,Card,Retail,Eve,PayPal,4186.266,1162.8516666666667
ORD-100086,2023-04-04,2023-04-10,CUST-6314,Customer 1591,Home Office,North,Gujarat,Ahmedabad,Office Supplies,Paper,Paper Model 153,11450.42,6,0.05,-441.98,Second Class,UPI,Online,Charlie,Bank Transfer,6870.2519999999995,1908.4033333333334
ORD-100087,2024-09-24,2024-09-25,CUST-5475,Customer 442,Home Office,North,Telangana,Hyderabad,Office Supplies,Paper,Paper Model 453,16616.08,10,0.15,218.07,Same Day,Card,Online,Alice,Bank Transfer,9969.648000000001,1661.6080000000002
ORD-100088,2023-10-18,2023-10-24,CUST-1897,Customer 16,Consumer,East,Telangana,Hyderabad,Technology,Laptops,Laptops Model 316,7848.8,7,0.05,2601.45,Second Class,Net Banking,Online,Charlie,Bank Transfer,4709.28,1121.257142857143
ORD-100089,2023-10-24,2023-10-27,CUST-4770,Customer 1025,Home Office,East,Maharashtra,Mumbai,Office Supplies,Storage,Storage Model 173,10880.24,7,0.05,902.19,Same Day,Card,Retail,David,Credit Card,6528.143999999999,1554.32
ORD-100090,2024-03-22,2024-03-23,CUST-7636,Customer 43,Corporate,South,Delhi,New Delhi,Office Supplies,Storage,Storage Model 920,10846.25,7,0.15,-767.55,Same Day,Net Banking,Retail,David,Credit Card,6507.75,1549.4642857142858
ORD-100091,2023-04-01,2023-04-05,CUST-6562,Customer 454,Corporate,South,Maharashtra,Mumbai,Office Supplies,Storage,Storage Model 178,10131.16,7,0.0,2824.45,Standard Class,UPI,Online,David,Bank Transfer,6078.696,1447.3085714285714
ORD-100092,2023-12-24,2023-12-27,CUST-2234,Customer 363,Home Office,West,Telangana,Hyderabad,Furniture,Chairs,Chairs Model 575,3831.82,3,0.05,464.87,Same Day,Net Banking,Online,Eve,Bank Transfer,2299.092,1277.2733333333333
ORD-100093,2024-10-04,2024-10-07,CUST-6766,Customer 1040,Consumer,East,Karnataka,Mysuru,Furniture,Tables,Tables Model 572,11166.76,5,0.1,1175.65,Same Day,Card,Retail,Bob,Credit Card,6700.056,2233.352
ORD-100094,2023-02-28,2023-03-03,CUST-1672,Customer 922,Home Office,South,Tamil Nadu,Chennai,Technology,Phones,Phones Model 429,15452.21,7,0.2,223.92,Same Day,UPI,Online,Eve,PayPal,9271.326,2207.4585714285713
ORD-100095,2023-03-05,2023-03-09,CUST-8172,Customer 900,Home Office,South,Maharashtra,Pune,Technology,Phones,Phones Model 472,12712.82,1,0.05,-937.46,First Class,Net Banking,Retail,Bob,Bank Transfer,7627.691999999999,12712.82
ORD-100096,2024-02-01,2024-02-05,CUST-7333,Customer 582,Corporate,South,Tamil Nadu,Chennai,Technology,Laptops,Laptops Model 441,8499.3,2,0.1,738.42,Standard Class,UPI,Retail,Eve,Credit Card,5099.579999999999,4249.65
ORD-100097,2023-12-25,2023-12-28,CUST-6381,Customer 1666,Consumer,North,Telangana,Hyderabad,Furniture,Bookcases,Bookcases Model 761,17779.08,5,0.0,1909.6,Same Day,Net Banking,Online,Eve,Credit Card,10667.448,3555.8160000000003
ORD-100098,2023-01-19,2023-01-22,CUST-3253,Customer 318,Consumer,East,Tamil Nadu,Chennai,Furniture,Tables,Tables Model 964,23702.17,4,0.15,-2498.24,Standard Class,Card,Retail,Eve,Bank Transfer,14221.301999999998,5925.5425
ORD-100099,2024-11-08,2024-11-11,CUST-3712,Customer 1477,Corporate,North,Gujarat,Ahmedabad,Technology,Accessories,Accessories Model 520,4025.47,10,0.05,945.88,First Class,UPI,Online,Bob,Bank Transfer,2415.2819999999997,402.54699999999997
ORD-100100,2024-03-30,2024-04-04,CUST-8218,Customer 946,Corporate,West,Tamil Nadu,Coimbatore,Furniture,Bookcases,Bookcases Model 614,6131.38,4,0.15,-169.76,Same Day,UPI,Retail,Bob,Bank Transfer,3678.828,1532.845
ORD-100101,2023-07-24,2023-07-31,CUST-9452,Customer 1744,Consumer,East,Gujarat,Ahmedabad,Office Supplies,Binders,Binders Model 185,16101.24,9,0.1,4731.53,Second Class,Net Banking,Retail,Alice,Bank Transfer,9660.743999999999,1789.0266666666666
ORD-100102,2024-04-05,2024-04-10,CUST-7495,Customer 1029,Corporate,South,Karnataka,Mysuru,Furniture,Chairs,Chairs Model 495,20454.24,1,0.1,167.59,Standard Class,Net Banking,Online,Eve,Credit Card,12272.544,20454.24
ORD-100103,2023-08-18,2023-08-19,CUST-8740,Customer 1426,Consumer,West,Tamil Nadu,Chennai,Technology,Laptops,Laptops Model 559,8515.2,3,0.05,-1608.8,Standard Class,Card,Retail,Bob,PayPal,5109.12,2838.4
ORD-100104,2023-01-20,2023-01-23,CUST-4893,Customer 617,Consumer,North,Karnataka,Bengaluru,Technology,Laptops,Laptops Model 344,15300.23,2,0.15,3012.54,Same Day,Cash,Retail,Charlie,PayPal,9180.137999999999,7650.115
ORD-100105,2023-03-06,2023-03-07,CUST-1025,Customer 1260,Corporate,South,Delhi,New Delhi,Technology,Laptops,Laptops Model 684,14461.18,3,0.3,-1443.23,Same Day,UPI,Retail,Charlie,Bank Transfer,8676.708,4820.393333333333
ORD-100106,2024-11-11,2024-11-17,CUST-9316,Customer 1135,Consumer,West,Maharashtra,Nagpur,Office Supplies,Binders,Binders Model 994,23844.41,9,0.2,4590.69,Same Day,Card,Online,Eve,PayPal,14306.645999999999,2649.378888888889
ORD-100107,2024-10-12,2024-10-16,CUST-2698,Customer 1581,Home Office,East,Tamil Nadu,Coimbatore,Technology,Phones,Phones Model 236,9055.93,6,0.0,-610.2,Standard Class,Net Banking,Online,Bob,PayPal,5433.558,1509.3216666666667
ORD-100108,2024-07-13,2024-07-16,CUST-2033,Customer 1467,Corporate,North,Telangana,Hyderabad,Technology,Accessories,Accessories Model 400,24524.32,3,0.15,5305.19,Second Class,Card,Retail,David,PayPal,14714.591999999999,8174.7733333333335
ORD-100109,2023-07-24,2023-07-25,CUST-4131,Customer 586,Corporate,North,Tamil Nadu,Coimbatore,Technology,Accessories,Accessories Model 986,24730.24,8,0.2,-2489.78,First Class,Net Banking,Retail,Bob,Bank Transfer,14838.144,3091.28
ORD-100110,2023-05-08,2023-05-15,CUST-9129,Customer 1418,Corporate,East,Tamil Nadu,Coimbatore,Office Supplies,Storage,Storage Model 916,11105.47,6,0.15,3393.25,First Class,Card,Retail,David,Bank Transfer,6663.281999999999,1850.9116666666666
